dataset,fold,chosen,candidate,level,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogB_Task-1,2,保守双分量,保守双分量,1.0,36.15420963814353,0.731152193332298,41.426070953018545,12.506143800965974,126.30208333333333,6,1.4029488121083356
VisualCogB_Task-1,2,保守双分量,仅垂直分量,1.0,37.10312499238409,0.7503422558307934,43.88888281311698,13.229542899765066,122.65625,5,1.4616712001281043
VisualCogB_Task-1,2,保守双分量,时域保护,1.0,42.478931341639814,0.8590580220590562,43.82596510711651,13.031373228598795,131.51041666666666,6,1.565743153069439
VisualCogB_Task-1,2,保守双分量,不校正,2.0,87.47640794117352,1.7690489757945669,110.60362055542409,32.30086502641195,145.18229166666666,6,3.5406514760691747
VisualCogB_Task-1,2,保守双分量,中位数基线,2.0,42.2165187124309,0.8537512107271394,41.69516221749188,17.10859907908492,39.0625,6,1.6213449341858241
VisualCogB_Task-1,2,保守双分量,保守双分量,2.0,56.0560764690238,1.1336307354009778,68.9422766204634,21.461394056897518,128.125,5,2.26476301925295
VisualCogB_Task-1,2,保守双分量,仅垂直分量,2.0,60.68219688443744,1.2271854866236542,76.25021945510659,23.257790491496234,127.34375,5,2.4685414055456367
VisualCogB_Task-1,2,保守双分量,时域保护,2.0,75.84090346568361,1.5337423627354119,77.98410603825315,24.16163262798936,132.03125,5,2.810909150228717
VisualCogB_Task-1,3,保守双分量,不校正,0.0,8.355139889448218e-15,9.556549074474475e-17,5.437751029978686e-15,1.1842378929335002e-15,0.0,5,1.4020902193583926e-16
VisualCogB_Task-1,3,保守双分量,中位数基线,0.0,67.54195697449677,0.7725400591173696,23.557071899748916,10.882762570515885,66.40625,5,1.031738366107928
VisualCogB_Task-1,3,保守双分量,保守双分量,0.0,29.089661212818836,0.3327254583627313,9.799560836030468,4.361558334131302,10.15625,5,0.438655986697746
VisualCogB_Task-1,3,保守双分量,仅垂直分量,0.0,28.372072454107688,0.3245177296129411,8.568811632959717,4.281273352424413,10.15625,5,0.4224913535342079
VisualCogB_Task-1,3,保守双分量,时域保护,0.0,27.59112223343364,0.315585277006111,7.941119502705051,1.283760717176225,5.46875,5,0.37568381763488656
VisualCogB_Task-1,3,保守双分量,不校正,1.0,71.81851676805498,0.821455043280205,80.11644843173785,22.839008168401374,58.59375,4,1.5408690756987575
VisualCogB_Task-1,3,保守双分量,中位数基线,1.0,73.40463621502008,0.8395969637428932,31.190123359482513,13.616018568518458,50.78125,5,1.1737112043236597
VisualCogB_Task-1,3,保守双分量,保守双分量,1.0,55.58739694430153,0.6358046589876937,55.62895837128496,19.29988131339067,46.875,5,1.1746953348818432
VisualCogB_Task-1,3,保守双分量,仅垂直分量,1.0,60.47152870792283,0.691669007763222,74.89374035357778,23.485777958359837,46.875,5,1.388612266459146
VisualCogB_Task-1,3,保守双分量,时域保护,1.0,63.49756795428827,0.7262806276065935,70.44573298278476,22.368184434443304,47.65625,5,1.385002937113795
VisualCogB_Task-1,3,保守双分量,不校正,2.0,143.48968111622784,1.6412246801513273,160.86242509128218,38.0849162510265,58.59375,4,2.9968036602142085
VisualCogB_Task-1,3,保守双分量,中位数基线,2.0,77.79497331151056,0.8898133245354687,33.715736895855386,20.71121731669056,55.46875,5,1.3195258326960297
VisualCogB_Task-1,3,保守双分量,保守双分量,2.0,92.59020244318327,1.0590400940878122,113.16501899180889,33.25187380784043,56.640625,4,2.0865593265325066
VisualCogB_Task-1,3,保守双分量,仅垂直分量,2.0,105.28001038357262,1.2041852070752568,149.92873927223022,41.37623078214833,57.291666666666664,3,2.5348806495957117
VisualCogB_Task-1,3,保守双分量,时域保护,2.0,112.50874068363954,1.2868669057335569,141.15538257115276,37.23092921403421,59.5703125,4,2.5199741739398878
VisualCogB_Task-1,4,保守双分量,不校正,0.0,6.361595348081849e-15,1.4487431227243225e-16,3.6460002212162504e-15,3.1086244689504383e-15,0.0,6,2.571835177871772e-16
VisualCogB_Task-1,4,保守双分量,中位数基线,0.0,24.930259554124294,0.5677434684313909,11.943833711312827,8.183449282869327,26.041666666666668,6,0.8901074073609134
VisualCogB_Task-1,4,保守双分量,保守双分量,0.0,8.961416616484774,0.20408073734074206,6.1251883504062965,3.349930797751073,31.901041666666668,6,0.35011488358153614
VisualCogB_Task-1,4,保守双分量,仅垂直分量,0.0,8.74351296428931,0.1991183591908983,6.125181773948194,3.3499266910209933,31.901041666666668,6,0.3451523370243103
VisualCogB_Task-1,4,保守双分量,时域保护,0.0,4.940249881050984,0.11250563181247127,3.2279925321530993,0.17157444614346348,32.552083333333336,6,0.15316891119327464
VisualCogB_Task-1,4,保守双分量,不校正,1.0,36.90320327210659,0.8404065178883533,20.404494772922966,5.862102432731024,46.223958333333336,6,1.206244252735952
VisualCogB_Task-1,4,保守双分量,中位数基线,1.0,33.94898470356249,0.7731293083202654,21.800895720414545,11.734116828298873,50.78125,6,1.288592303592661
VisualCogB_Task-1,4,保守双分量,保守双分量,1.0,32.025755133071364,0.7293310869431514,16.730244610645986,5.620992287338076,56.640625,6,1.0478406151523216
VisualCogB_Task-1,4,保守双分量,仅垂直分量,1.0,32.6955504919471,0.7445845157877962,16.91661605916604,5.450350921845967,57.942708333333336,6,1.061330125963654
VisualCogB_Task-1,4,保守双分量,时域保护,1.0,35.05866373050552,0.7984003255848242,24.433953091260857,6.119107828546457,77.47395833333333,6,1.2159728790291635
VisualCogB_Task-1,4,保守双分量,不校正,2.0,74.27170871688296,1.6914094866001197,41.11032301784805,10.604538469871805,100.91145833333333,6,2.401017667888246
VisualCogB_Task-1,4,保守双分量,中位数基线,2.0,36.8291348138976,0.838719737079929,22.579317339003126,11.485808556517505,68.75,5,1.3573915435235318
VisualCogB_Task-1,4,保守双分量,保守双分量,2.0,52.40026175112491,1.193325175323928,20.588205846722637,7.090086659307727,54.6875,5,1.5892199740967146
VisualCogB_Task-1,4,保守双分量,仅垂直分量,2.0,55.943716316411404,1.2740212138371727,23.181167336746142,7.049386880913576,54.6875,5,1.6985142484217342
VisualCogB_Task-1,4,保守双分量,时域保护,2.0,63.68304537380856,1.450271024347132,43.23798463209334,10.142955992138312,63.151041666666664,6,2.173594367911932
VisualCogB_Task-1,5,中位数基线,不校正,0.0,5.059552005124511e-15,9.84143585701872e-17,3.249137291361375e-15,8.881784197001252e-16,0.0,4,1.472903045903304e-16
VisualCogB_Task-1,5,中位数基线,中位数基线,0.0,31.62551550201726,0.6151542309339199,16.164065132261644,2.510925257909746,72.265625,4,0.8211999734340691
VisualCogB_Task-1,5,中位数基线,保守双分量,0.0,8.970717649536574,0.17449122422285948,5.814091067168197,0.18187738730240613,0.0,4,0.23457448211286577
VisualCogB_Task-1,5,中位数基线,仅垂直分量,0.0,8.65523092211725,0.16835462875256227,5.6667130434415816,0.0741905756379179,0.0,4,0.22490990920216508
VisualCogB_Task-1,5,中位数基线,时域保护,0.0,10.503253743210731,0.2043008904723303,7.073435755095765,0.1693779922879438,0.0,4,0.2763889029011179
VisualCogB_Task-1,5,中位数基线,不校正,1.0,60.78727986163122,1.1823855453506056,96.14821349094791,29.588921645981667,41.015625,2,2.6930246525328334
VisualCogB_Task-1,5,中位数基线,中位数基线,1.0,48.50188625617603,0.9434198957755898,69.47878367426046,18.42205389475077,1.3020833333333333,3,1.977473815385046
VisualCogB_Task-1,5,中位数基线,保守双分量,1.0,56.22265437725842,1.0935981015803495,91.54627024114122,27.20170039178807,152.34375,2,2.513046230869212
VisualCogB_Task-1,5,中位数基线,仅垂直分量,1.0,57.11564050793906,1.110967753512773,92.68633674541861,27.64838049788384,154.296875,2,2.5501921777975247
VisualCogB_Task-1,5,中位数基线,时域保护,1.0,58.00336940184916,1.1282351458806936,94.98732667572096,29.868330396301513,134.765625,2,2.6330187677007904
VisualCogB_Task-1,5,中位数基线,不校正,2.0,122.4695237506561,2.3821792150984167,193.41858123159676,54.44275315875925,82.03125,1,5.3222678671331085
VisualCogB_Task-1,5,中位数基线,中位数基线,2.0,50.76197267891705,0.9873812890732504,36.67723481729713,11.161011950665014,55.6640625,4,1.5611844832127015
VisualCogB_Task-1,5,中位数基线,保守双分量,2.0,86.73500906145887,1.6871000186809597,127.34975958889939,35.78570186078445,113.28125,2,3.621727696527452
VisualCogB_Task-1,5,中位数基线,仅垂直分量,2.0,90.45257953602537,1.7594112259426637,131.4437373194646,36.05370347339379,113.28125,2,3.7390682468509673
VisualCogB_Task-1,5,中位数基线,时域保护,2.0,109.18923394377556,2.1238616404106594,179.91790798387686,53.12874600253242,68.359375,2,4.907089127740871
VisualCogB_Task-2,1,保守双分量,不校正,0.0,1.2236864535581625e-14,1.3096357435099934e-16,9.576963397324661e-15,1.7023419710919068e-15,0.0,3,2.0043083582156048e-16
VisualCogB_Task-2,1,保守双分量,中位数基线,0.0,60.230610498749314,0.644610881596567,16.996162065657856,11.014046798923031,78.125,3,0.853437088392391
VisualCogB_Task-2,1,保守双分量,保守双分量,0.0,17.05556168450041,0.18253510237620343,9.575609173769445,4.221333330930746,29.947916666666668,3,0.2789543199059457
VisualCogB_Task-2,1,保守双分量,仅垂直分量,0.0,16.379623747421125,0.17530095771259768,10.758940740973818,3.9495026648059697,29.947916666666668,3,0.2751431722090889
VisualCogB_Task-2,1,保守双分量,时域保护,0.0,20.97856898542463,0.2245206172799755,11.553430123835152,2.8434224084828252,115.88541666666667,3,0.31677660419868336
VisualCogB_Task-2,1,保守双分量,不校正,1.0,92.34127183792314,0.9882713815166775,60.813102537526355,26.232165640859375,196.61458333333334,3,1.5944404529785765
VisualCogB_Task-2,1,保守双分量,中位数基线,1.0,75.38159270756496,0.8067624506709227,38.62923819834743,14.028493504722057,6.510416666666667,3,1.163613112365895
VisualCogB_Task-2,1,保守双分量,保守双分量,1.0,71.78018045029243,0.7682187681326005,43.45414852839756,13.706081484296893,147.13541666666666,3,1.147437865791598
VisualCogB_Task-2,1,保守双分量,仅垂直分量,1.0,75.05795444830164,0.8032987510355614,53.22221594735625,15.650044142188941,147.13541666666666,3,1.255593660502922
VisualCogB_Task-2,1,保守双分量,时域保护,1.0,81.94019062570065,0.8769550579023344,50.1006161929183,12.586022904808821,44.270833333333336,3,1.2797533743379834
VisualCogB_Task-2,1,保守双分量,不校正,2.0,184.7324973507178,1.9770773862445639,122.4044342062612,64.06753583055276,196.61458333333334,3,3.317761885493373
VisualCogB_Task-2,1,保守双分量,中位数基线,2.0,78.19718176470971,0.8368959547033517,48.443444663376134,11.599846466276079,66.40625,3,1.220271996417344
VisualCogB_Task-2,1,保守双分量,保守双分量,2.0,115.46393484976568,1.2357389078375944,84.7697706359765,33.050213983845566,195.3125,3,2.0430740064132498
VisualCogB_Task-2,1,保守双分量,仅垂直分量,2.0,130.11376794756757,1.3925269886858325,107.54816166070069,37.77677785184912,195.3125,3,2.3723390682476153
VisualCogB_Task-2,1,保守双分量,时域保护,2.0,148.83666111567584,1.5929065061968368,109.0995230052173,41.49664057698936,18.229166666666668,3,2.620831599534445
VisualCogB_Task-2,2,保守双分量,不校正,0.0,9.18371753621417e-15,9.624999057538008e-17,6.314096650963466e-15,2.9605947323337506e-16,0.0,1,1.324403015002859e-16
VisualCogB_Task-2,2,保守双分量,中位数基线,0.0,74.8085551156817,0.7840313790629034,31.296549377358676,10.365690943223644,140.625,1,1.056670856161966
VisualCogB_Task-2,2,保守双分量,保守双分量,0.0,24.846763654367834,0.26040661182480745,11.737117565067726,1.526056829385847,7.8125,1,0.33790591209719256
VisualCogB_Task-2,2,保守双分量,仅垂直分量,0.0,24.846723924618825,0.26040619543700455,11.737117565067726,1.526056829385847,7.8125,1,0.3379054957093896
VisualCogB_Task-2,2,保守双分量,时域保护,0.0,29.046721642846073,0.3044242893300181,19.581679471348973,0.720916973486018,7.8125,1,0.41459280008807725
VisualCogB_Task-2,2,保守双分量,不校正,1.0,95.25932069007523,0.9983657143724057,108.26745533654547,23.82394224795269,125.0,1,1.8154014044540114
VisualCogB_Task-2,2,保守双分量,中位数基线,1.0,88.30358958209709,0.925466145004361,68.60778754968283,15.347063464746249,140.625,1,1.4458332128637819
VisualCogB_Task-2,2,保守双分量,保守双分量,1.0,82.52028139082812,0.8648541589857205,93.34447812742708,18.966933559741484,125.0,1,1.5527857859625325
VisualCogB_Task-2,2,保守双分量,仅垂直分量,1.0,84.20355533435387,0.8824957186875799,94.5960090885362,18.887159482755973,125.0,1,1.5761496108843895
VisualCogB_Task-2,2,保守双分量,时域保护,1.0,90.79749431697343,0.9516035241518794,82.62232023443184,15.871837576663461,128.90625,1,1.5509101739268187
VisualCogB_Task-2,2,保守双分量,不校正,2.0,190.26049936022235,1.9940259702104857,215.34111636868073,63.289490299158274,125.0,1,3.7857734831774965
VisualCogB_Task-2,2,保守双分量,中位数基线,2.0,92.49674555950324,0.9694125340036914,81.5581132320555,22.957690353461103,128.90625,1,1.6374057808482145
VisualCogB_Task-2,2,保守双分量,保守双分量,2.0,126.4320885738273,1.3250720403442413,143.2607239122019,39.350272297796685,128.90625,1,2.4882050481774476
VisualCogB_Task-2,2,保守双分量,仅垂直分量,2.0,137.4065112685947,1.4400895239260627,161.30396829551026,42.90538403282168,128.90625,1,2.735033045000615
VisualCogB_Task-2,2,保守双分量,时域保护,2.0,156.51001436238218,1.6403038690954554,126.00045678791518,33.02351033604071,128.90625,1,2.6466810699762515
VisualCogB_Task-2,3,中位数基线,不校正,0.0,9.718113849419339e-15,8.228984700888925e-17,1.0182962825764283e-14,0.0,0.0,3,1.2540286595543192e-16
VisualCogB_Task-2,3,中位数基线,中位数基线,0.0,85.47634843162554,0.7237860910363023,33.841000816809974,8.261951285959599,87.23958333333333,3,0.9370229525659524
VisualCogB_Task-2,3,中位数基线,保守双分量,0.0,31.857790696930408,0.2697614746145682,12.18501946547737,1.4860457326678918,83.33333333333333,3,0.3339342327711266
VisualCogB_Task-2,3,中位数基线,仅垂直分量,0.0,31.166362759559885,0.26390668632277514,12.419087394513106,1.280320059339479,83.33333333333333,3,0.3273284317558705
VisualCogB_Task-2,3,中位数基线,时域保护,0.0,35.50065469470189,0.30060806950897945,19.558920111057503,1.322846731737269,83.33333333333333,3,0.39461881491967066
VisualCogB_Task-2,3,中位数基线,不校正,1.0,109.7542475159399,0.9293634934316088,114.26191704063989,26.43255706922484,127.60416666666667,3,1.6369523342229153
VisualCogB_Task-2,3,中位数基线,中位数基线,1.0,96.59193452827417,0.8179092813467355,39.93217221172151,8.312695378950693,66.40625,3,1.0573648627527905
VisualCogB_Task-2,3,中位数基线,保守双分量,1.0,78.96137603021421,0.6686194104966102,94.3090249011455,25.6500808522474,65.10416666666667,3,1.2851051748398057
VisualCogB_Task-2,3,中位数基线,仅垂直分量,1.0,85.82909369829329,0.7267730239408735,111.86057304412233,28.710314929646817,65.10416666666667,3,1.443482279679587
VisualCogB_Task-2,3,中位数基线,时域保护,1.0,83.36817170544988,0.7059347319194238,110.98242076661617,26.39613079955124,131.51041666666666,3,1.399330269604428
VisualCogB_Task-2,3,中位数基线,不校正,2.0,219.53798104411229,1.8589766648843966,230.19991406185142,49.44001855590898,93.75,2,3.252247995894376
VisualCogB_Task-2,3,中位数基线,中位数基线,2.0,101.34394066488446,0.8581477333782815,45.750986772132194,10.699759174270932,130.20833333333334,3,1.142452119937823
VisualCogB_Task-2,3,中位数基线,保守双分量,2.0,137.84950448715898,1.167265048574965,178.18264437272234,43.93437867286833,127.60416666666667,3,2.2936836871681248
VisualCogB_Task-2,3,中位数基线,仅垂直分量,2.0,156.81324683970797,1.3278438893960665,226.23890683287286,53.044266970952,127.60416666666667,3,2.73486456655381
VisualCogB_Task-2,3,中位数基线,时域保护,2.0,142.61721347983666,1.207636467316246,205.65754579420963,45.01598533114136,195.3125,2,2.45953809392618
VisualCogB_Task-2,4,保守双分量,不校正,0.0,9.752921917888944e-15,9.831269718493548e-17,7.13078912199089e-15,1.2582527612418441e-15,0.0,4,1.4693666675124647e-16
VisualCogB_Task-2,4,保守双分量,中位数基线,0.0,48.882804371318585,0.4927549286427711,42.2249911029586,11.678703549162938,35.15625,4,0.8233011233784479
VisualCogB_Task-2,4,保守双分量,保守双分量,0.0,14.768686038691255,0.14887326798731487,15.470648666410428,3.466896966180972,13.671875,4,0.2617953850387322
VisualCogB_Task-2,4,保守双分量,仅垂直分量,0.0,14.748027749022002,0.1486650255555892,15.45740142927072,3.4626347241414095,13.671875,4,0.2614774095109455
VisualCogB_Task-2,4,保守双分量,时域保护,0.0,20.27991103854597,0.2044282492627153,19.024265965036825,4.467847981511202,13.671875,4,0.345351107739296
VisualCogB_Task-2,4,保守双分量,不校正,1.0,107.10802912134602,1.0796845624045985,57.628245834584604,9.289975676153768,8.7890625,4,1.4637865513327795
VisualCogB_Task-2,4,保守双分量,中位数基线,1.0,92.16289362243411,0.9290326251633754,81.7792379147454,20.12035356614936,48.828125,4,1.5440334428121398
VisualCogB_Task-2,4,保守双分量,保守双分量,1.0,87.0021449099173,0.8770105614482346,54.31667939335031,12.695167696772282,8.7890625,4,1.278747173011067
VisualCogB_Task-2,4,保守双分量,仅垂直分量,1.0,92.27148683664879,0.9301272808855588,55.73493595229095,12.853865546247098,8.7890625,4,1.3406118685054604
VisualCogB_Task-2,4,保守双分量,时域保护,1.0,97.51088748196094,0.9829421822463834,59.85626176428853,14.387294354710953,8.7890625,4,1.4296564099017233
VisualCogB_Task-2,4,保守双分量,不校正,2.0,214.33164917369862,2.160534319844393,114.64090156505408,19.378750730409482,8.7890625,4,2.9336877846370077
VisualCogB_Task-2,4,保守双分量,中位数基线,2.0,94.19004134071469,0.9494669484825135,68.16472202195456,16.06080699335197,44.921875,4,1.4549267617986466
VisualCogB_Task-2,4,保守双分量,保守双分量,2.0,135.84854893836248,1.36939856252648,80.13649866964971,15.435351097287821,7.8125,4,1.9288933178312648
VisualCogB_Task-2,4,保守双分量,仅垂直分量,2.0,150.38310224212526,1.5159116946628266,85.33733314105518,14.516410791660936,9.765625,4,2.0923562967562734
VisualCogB_Task-2,4,保守双分量,时域保护,2.0,176.0326178857051,1.7744673445119494,104.91564143497368,18.05167928919832,60.546875,4,2.4852265591534315
VisualCogB_Task-2,5,中位数基线,不校正,0.0,8.290451351002878e-15,1.0857278802176761e-16,6.555818811762308e-15,1.1842378929335002e-15,0.0,5,1.6700962725821058e-16
VisualCogB_Task-2,5,中位数基线,中位数基线,0.0,35.766565004718586,0.4684034096713361,16.894809064140933,2.867930080442605,40.625,5,0.6165904472963911
VisualCogB_Task-2,5,中位数基线,保守双分量,0.0,9.131585336262019,0.11958838391793049,3.8533039324213307,0.507394731430422,33.59375,5,0.15146496396759218
VisualCogB_Task-2,5,中位数基线,仅垂直分量,0.0,9.040704749616792,0.1183982003861337,3.8532953274916397,0.5072174698811572,33.59375,5,0.1502724026507531
VisualCogB_Task-2,5,中位数基线,时域保护,0.0,13.179150391721672,0.17259580223147925,4.3607353327102665,0.3574402230549714,33.59375,5,0.20583125182899265
VisualCogB_Task-2,5,中位数基线,不校正,1.0,99.9454814450517,1.308898528106608,166.29560240456013,53.8973183256455,3.90625,2,3.1036585576824818
VisualCogB_Task-2,5,中位数基线,中位数基线,1.0,77.41906243347506,1.0138897266934535,101.8359425873564,26.797554020409326,125.0,2,2.0316619683586845
VisualCogB_Task-2,5,中位数基线,保守双分量,1.0,88.36852864561918,1.1572853059774235,139.28329969095816,41.848461873673045,31.25,2,2.617373756377944
VisualCogB_Task-2,5,中位数基线,仅垂直分量,1.0,91.65520398796993,1.200328017421385,141.02768874952685,42.566316565137704,31.25,2,2.6812399513307588
VisualCogB_Task-2,5,中位数基线,时域保护,1.0,92.83351192010736,1.2157592855060653,165.21012279091252,53.37127241705735,160.15625,2,2.99652236364864
VisualCogB_Task-2,5,中位数基线,不校正,2.0,199.86374219596934,2.6174405705975485,332.61246521603056,97.67608867806723,13.671875,2,6.074586074143733
VisualCogB_Task-2,5,中位数基线,中位数基线,2.0,95.64024434444785,1.2525166044552778,91.13188967463967,17.43849038170349,118.1640625,4,2.077630569889587
VisualCogB_Task-2,5,中位数基线,保守双分量,2.0,150.21997184059754,1.9672995436264318,227.50216766025486,58.13298501390387,52.734375,2,4.218314811771565
VisualCogB_Task-2,5,中位数基线,仅垂直分量,2.0,160.52964677149146,2.102316336253756,238.47813341533595,60.13226024675964,95.703125,2,4.451385673262822
VisualCogB_Task-2,5,中位数基线,时域保护,2.0,172.04780256537484,2.2531595454428093,320.6024802409555,98.97690473866794,128.90625,2,5.648698566013008
