dataset,trial_id,Q1_included,Q1_reason,Q2_included,Q2_reason,Q3_included,Q3_reason,response_status,correctness,timeout
B2,42,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,43,False,质量剔除,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,44,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,45,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,46,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,47,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,48,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,49,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,50,False,质量剔除,False,quality,True,retained,explicit_click,unknown,unknown
B2,51,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,52,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,53,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,54,False,质量剔除,False,quality,False,quality,explicit_click,unknown,unknown
B2,55,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,56,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,57,False,质量剔除,False,quality,True,retained,explicit_click,unknown,unknown
B2,58,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,59,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,60,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,61,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,62,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,63,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,64,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,65,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,66,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,67,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,68,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,69,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,70,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,71,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,72,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,73,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,74,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,75,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,76,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,77,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,78,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,79,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,80,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,81,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,82,False,质量剔除,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,83,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
B2,84,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,85,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,86,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,87,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,88,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,89,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,90,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,91,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,92,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,93,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,94,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,95,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,96,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,97,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,98,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,99,True,折外评价,True,retained,True,retained,explicit_click,unknown,unknown
B2,100,True,折外评价,False,boundary,False,block_boundary_24s_buffer,explicit_click,unknown,unknown
