dataset,held_block,stage,population,channel,normalized_source_coefficient,role
B1,3,3,left_preference,Fz,0.04313098072617598,outer_training_only
B1,3,3,left_preference,F3,0.007951110659286172,outer_training_only
B1,3,3,left_preference,F4,0.3455507643383944,outer_training_only
B1,3,3,right_preference,Fz,-0.01961754448696356,outer_training_only
B1,3,3,right_preference,F3,0.05373721626863811,outer_training_only
B1,3,3,right_preference,F4,-0.14924936369694972,outer_training_only
B1,3,3,common,Fz,0.018257237307510797,outer_training_only
B1,3,3,common,F3,0.04748447419326644,outer_training_only
B1,3,3,common,F4,0.15246048166918075,outer_training_only
B1,4,1,left_preference,Fz,-0.07100948238338517,outer_training_only
B1,4,1,left_preference,F3,-0.02110960424318348,outer_training_only
B1,4,1,left_preference,F4,0.16003461075908657,outer_training_only
B1,4,1,right_preference,Fz,0.0277339483807144,outer_training_only
B1,4,1,right_preference,F3,0.021620194533782534,outer_training_only
B1,4,1,right_preference,F4,-0.019828056892983614,outer_training_only
B1,4,1,common,Fz,-0.02831857845112291,outer_training_only
B1,4,1,common,F3,0.0003169047263921983,outer_training_only
B1,4,1,common,F4,0.09181316114184106,outer_training_only
B1,4,2,left_preference,Fz,-0.08300857036322767,outer_training_only
B1,4,2,left_preference,F3,-0.022554444426406473,outer_training_only
B1,4,2,left_preference,F4,0.21408614866776246,outer_training_only
B1,4,2,right_preference,Fz,0.03676157981827556,outer_training_only
B1,4,2,right_preference,F3,0.03035281012730317,outer_training_only
B1,4,2,right_preference,F4,-0.04820252602360363,outer_training_only
B1,4,2,common,Fz,-0.033041269524207016,outer_training_only
B1,4,2,common,F3,0.005428847724530623,outer_training_only
B1,4,2,common,F4,0.11829902296916346,outer_training_only
B1,4,3,left_preference,Fz,-0.10154736563457066,outer_training_only
B1,4,3,left_preference,F3,-0.013898773247295564,outer_training_only
B1,4,3,left_preference,F4,0.3508774136634817,outer_training_only
B1,4,3,right_preference,Fz,0.04223828117080422,outer_training_only
B1,4,3,right_preference,F3,0.06103074677567368,outer_training_only
B1,4,3,right_preference,F4,-0.09068546884325253,outer_training_only
B1,4,3,common,Fz,-0.046260288801614285,outer_training_only
B1,4,3,common,F3,0.03629488784813164,outer_training_only
B1,4,3,common,F4,0.20225918518966576,outer_training_only
B2,-1,1,left_preference,Fz,0.7749219584384834,all_data_descriptive
B2,-1,1,left_preference,F3,-8.959325323076008,all_data_descriptive
B2,-1,1,left_preference,F4,-4.733787808466357,all_data_descriptive
B2,-1,1,right_preference,Fz,13.144384150787955,all_data_descriptive
B2,-1,1,right_preference,F3,18.84524350772341,all_data_descriptive
B2,-1,1,right_preference,F4,21.24399890709349,all_data_descriptive
B2,-1,1,common,Fz,9.205458390796837,all_data_descriptive
B2,-1,1,common,F3,6.570659569974458,all_data_descriptive
B2,-1,1,common,F4,10.857869898128552,all_data_descriptive
B2,-1,2,left_preference,Fz,-6.363474991483514,all_data_descriptive
B2,-1,2,left_preference,F3,-2.5745316401485345,all_data_descriptive
B2,-1,2,left_preference,F4,-5.291460641831161,all_data_descriptive
B2,-1,2,right_preference,Fz,-12.190302528082837,all_data_descriptive
B2,-1,2,right_preference,F3,-10.845889374873629,all_data_descriptive
B2,-1,2,right_preference,F4,-17.638305630593308,all_data_descriptive
B2,-1,2,common,Fz,-13.271077265945939,all_data_descriptive
B2,-1,2,common,F3,-9.598008346919617,all_data_descriptive
B2,-1,2,common,F4,-16.391350213260004,all_data_descriptive
B2,-1,3,left_preference,Fz,1.4956067746121007,all_data_descriptive
B2,-1,3,left_preference,F3,-21.4365296851413,all_data_descriptive
B2,-1,3,left_preference,F4,-14.359139303366547,all_data_descriptive
B2,-1,3,right_preference,Fz,39.003391213523415,all_data_descriptive
B2,-1,3,right_preference,F3,48.159823345951,all_data_descriptive
B2,-1,3,right_preference,F4,61.67170669245761,all_data_descriptive
B2,-1,3,common,Fz,30.46758124213252,all_data_descriptive
B2,-1,3,common,F3,20.05812549311553,all_data_descriptive
B2,-1,3,common,F4,35.527831404096204,all_data_descriptive
B2,0,1,left_preference,Fz,-1.3493686734150427,outer_training_only
B2,0,1,left_preference,F3,-13.695733069037866,outer_training_only
B2,0,1,left_preference,F4,-8.439753648212251,outer_training_only
B2,0,1,right_preference,Fz,12.737593605008536,outer_training_only
B2,0,1,right_preference,F3,18.071934543950793,outer_training_only
B2,0,1,right_preference,F4,20.007491921735273,outer_training_only
B2,0,1,common,Fz,7.723045488938813,outer_training_only
B2,0,1,common,F3,2.9062064388805777,outer_training_only
B2,0,1,common,F4,7.735505765128456,outer_training_only
B2,0,2,left_preference,Fz,-4.068135749251206,outer_training_only
B2,0,2,left_preference,F3,1.4931888327291627,outer_training_only
B2,0,2,left_preference,F4,-1.4027004843740247,outer_training_only
B2,0,2,right_preference,Fz,-13.350895109065227,outer_training_only
B2,0,2,right_preference,F3,-12.665506445566376,outer_training_only
B2,0,2,right_preference,F4,-19.545943996863986,outer_training_only
B2,0,2,common,Fz,-13.205472788870114,outer_training_only
B2,0,2,common,F3,-8.457045522170777,outer_training_only
B2,0,2,common,F4,-15.866543380337243,outer_training_only
B2,0,3,left_preference,Fz,-5.878916634030478,outer_training_only
B2,0,3,left_preference,F3,-35.374325621539384,outer_training_only
B2,0,3,left_preference,F4,-27.33253300754924,outer_training_only
B2,0,3,right_preference,Fz,38.2980930690397,outer_training_only
B2,0,3,right_preference,F3,46.92364505276914,outer_training_only
B2,0,3,right_preference,F4,60.44028241256328,outer_training_only
B2,0,3,common,Fz,26.160685408381752,outer_training_only
B2,0,3,common,F3,9.172650172796182,outer_training_only
B2,0,3,common,F4,26.605614618926687,outer_training_only
B2,1,1,left_preference,Fz,-1.8659227576536237,outer_training_only
B2,1,1,left_preference,F3,-4.469655904401421,outer_training_only
B2,1,1,left_preference,F4,-3.886573718053936,outer_training_only
B2,1,1,right_preference,Fz,4.027875611679203,outer_training_only
B2,1,1,right_preference,F3,6.0191215233991775,outer_training_only
B2,1,1,right_preference,F4,6.657589485051018,outer_training_only
B2,1,1,common,Fz,1.463300271037673,outer_training_only
B2,1,1,common,F3,1.0522195451051028,outer_training_only
B2,1,1,common,F4,1.8725195400445007,outer_training_only
B2,1,2,left_preference,Fz,-4.3545737504183535,outer_training_only
B2,1,2,left_preference,F3,-6.586487458099664,outer_training_only
B2,1,2,left_preference,F4,-7.596943376752864,outer_training_only
B2,1,2,right_preference,Fz,3.7101655808755276,outer_training_only
B2,1,2,right_preference,F3,5.74861690741104,outer_training_only
B2,1,2,right_preference,F4,6.473379834070202,outer_training_only
B2,1,2,common,Fz,-0.495307233924262,outer_training_only
B2,1,2,common,F3,-0.6271050934601019,outer_training_only
B2,1,2,common,F4,-0.8469071904457879,outer_training_only
B2,1,3,left_preference,Fz,-1.6024033581746382,outer_training_only
B2,1,3,left_preference,F3,-7.534888785511414,outer_training_only
B2,1,3,left_preference,F4,-7.137027986122116,outer_training_only
B2,1,3,right_preference,Fz,19.036382335555523,outer_training_only
B2,1,3,right_preference,F3,20.192772584356938,outer_training_only
B2,1,3,right_preference,F4,28.52814838348504,outer_training_only
B2,1,3,common,Fz,13.486331209078479,outer_training_only
B2,1,3,common,F3,9.785385093488104,outer_training_only
B2,1,3,common,F4,16.540421247136493,outer_training_only
B2,2,1,left_preference,Fz,1.7584280840011037,outer_training_only
B2,2,1,left_preference,F3,-4.602436279775027,outer_training_only
B2,2,1,left_preference,F4,-1.0477587217569777,outer_training_only
B2,2,1,right_preference,Fz,6.526459370122448,outer_training_only
B2,2,1,right_preference,F3,11.68791478514041,outer_training_only
B2,2,1,right_preference,F4,11.006847784853774,outer_training_only
B2,2,1,common,Fz,5.593374868415097,outer_training_only
B2,2,1,common,F3,4.805763884382577,outer_training_only
B2,2,1,common,F4,6.711524795081206,outer_training_only
B2,2,2,left_preference,Fz,-4.069826902179526,outer_training_only
B2,2,2,left_preference,F3,-4.753282084152418,outer_training_only
B2,2,2,left_preference,F4,-5.251170696441103,outer_training_only
B2,2,2,right_preference,Fz,-3.867371254581883,outer_training_only
B2,2,2,right_preference,F3,-0.7590221931970306,outer_training_only
B2,2,2,right_preference,F4,-4.783554793958251,outer_training_only
B2,2,2,common,Fz,-5.743486458232648,outer_training_only
B2,2,2,common,F3,-3.9843292839707245,outer_training_only
B2,2,2,common,F4,-7.255379005733208,outer_training_only
B2,2,3,left_preference,Fz,4.461706010468164,outer_training_only
B2,2,3,left_preference,F3,-17.731626153031108,outer_training_only
B2,2,3,left_preference,F4,-8.726609678948028,outer_training_only
B2,2,3,right_preference,Fz,28.484136934748523,outer_training_only
B2,2,3,right_preference,F3,41.58713038358275,outer_training_only
B2,2,3,right_preference,F4,47.38558250358956,outer_training_only
B2,2,3,common,Fz,25.27647749502882,outer_training_only
B2,2,3,common,F3,18.305305164358927,outer_training_only
B2,2,3,common,F4,29.63788922564973,outer_training_only
B2,3,1,left_preference,Fz,1.0873107544488074,outer_training_only
B2,3,1,left_preference,F3,-5.8585560890351775,outer_training_only
B2,3,1,left_preference,F4,-4.452491416201286,outer_training_only
B2,3,1,right_preference,Fz,15.233274153257835,outer_training_only
B2,3,1,right_preference,F3,18.81825027343049,outer_training_only
B2,3,1,right_preference,F4,24.322072597779606,outer_training_only
B2,3,1,common,Fz,10.806619940440655,outer_training_only
B2,3,1,common,F3,8.630831352621435,outer_training_only
B2,3,1,common,F4,13.127924553367304,outer_training_only
B2,3,2,left_preference,Fz,-10.147384532667719,outer_training_only
B2,3,2,left_preference,F3,-7.990255088489848,outer_training_only
B2,3,2,left_preference,F4,-10.168690336969224,outer_training_only
B2,3,2,right_preference,Fz,-10.922369493740318,outer_training_only
B2,3,2,right_preference,F3,-7.861399919846634,outer_training_only
B2,3,2,right_preference,F4,-15.816673258681016,outer_training_only
B2,3,2,common,Fz,-15.081347151602328,outer_training_only
B2,3,2,common,F3,-11.348876635455758,outer_training_only
B2,3,2,common,F4,-18.593698279100085,outer_training_only
B2,3,3,left_preference,Fz,5.889451232298476,outer_training_only
B2,3,3,left_preference,F3,-8.054137776878134,outer_training_only
B2,3,3,left_preference,F4,-8.138309135812536,outer_training_only
B2,3,3,right_preference,Fz,42.19726610738169,outer_training_only
B2,3,3,right_preference,F3,44.118990720481534,outer_training_only
B2,3,3,right_preference,F4,65.74671753792657,outer_training_only
B2,3,3,common,Fz,36.251259479056344,outer_training_only
B2,3,3,common,F3,27.201298228316357,outer_training_only
B2,3,3,common,F4,43.392674789087316,outer_training_only
B2,4,1,left_preference,Fz,3.1123266018918687,outer_training_only
B2,4,1,left_preference,F3,-4.036246646969355,outer_training_only
B2,4,1,left_preference,F4,0.5633138995977051,outer_training_only
B2,4,1,right_preference,Fz,6.581465151615938,outer_training_only
B2,4,1,right_preference,F3,11.3347626729567,outer_training_only
B2,4,1,right_preference,F4,10.9466695743216,outer_training_only
B2,4,1,common,Fz,6.5470734321447175,outer_training_only
B2,4,1,common,F3,4.9498159109891615,outer_training_only
B2,4,1,common,F4,7.757449956504579,outer_training_only
B2,4,2,left_preference,Fz,-2.935032174226265,outer_training_only
B2,4,2,left_preference,F3,-4.950425976580116,outer_training_only
B2,4,2,left_preference,F4,-4.407046193127066,outer_training_only
B2,4,2,right_preference,Fz,-5.151589777560527,outer_training_only
B2,4,2,right_preference,F3,-1.0862879284618774,outer_training_only
B2,4,2,right_preference,F4,-5.8743305828612,outer_training_only
B2,4,2,common,Fz,-5.848507688847965,outer_training_only
B2,4,2,common,F3,-4.359160044547052,outer_training_only
B2,4,2,common,F4,-7.4306345951488115,outer_training_only
B2,4,3,left_preference,Fz,4.394969910786683,outer_training_only
B2,4,3,left_preference,F3,-20.098745021490664,outer_training_only
B2,4,3,left_preference,F4,-7.601239636314038,outer_training_only
B2,4,3,right_preference,Fz,31.58619112956959,outer_training_only
B2,4,3,right_preference,F3,43.589410321068954,outer_training_only
B2,4,3,right_preference,F4,50.12753358191871,outer_training_only
B2,4,3,common,Fz,27.6123168391686,outer_training_only
B2,4,3,common,F3,18.005322829514654,outer_training_only
B2,4,3,common,F4,32.613007709721714,outer_training_only
