dataset,trial_id,block,cue,features,score,prediction
A1,4,0,-1,previous_cue,1.0259202293889236,1
A1,5,0,1,previous_cue,1.0259202293889236,1
A1,6,0,-1,previous_cue,-0.9801967651264645,-1
A1,7,0,-1,previous_cue,1.0259202293889236,1
A1,8,0,-1,previous_cue,1.0259202293889236,1
A1,9,0,1,previous_cue,1.0259202293889236,1
A1,10,0,1,previous_cue,-0.9801967651264645,-1
A1,11,0,1,previous_cue,-0.9801967651264645,-1
A1,12,0,1,previous_cue,-0.9801967651264645,-1
A1,13,0,-1,previous_cue,-0.9801967651264645,-1
A1,15,0,1,previous_cue,1.0259202293889236,1
A1,16,0,-1,previous_cue,-0.9801967651264645,-1
A1,17,0,1,previous_cue,1.0259202293889236,1
A1,24,1,-1,previous_cue,-0.9269514359353178,-1
A1,25,1,-1,previous_cue,1.1014364121113775,1
A1,26,1,1,previous_cue,1.1014364121113775,1
A1,28,1,-1,previous_cue,-0.9269514359353178,-1
A1,29,1,-1,previous_cue,1.1014364121113775,1
A1,30,1,-1,previous_cue,1.1014364121113775,1
A1,31,1,-1,previous_cue,1.1014364121113775,1
A1,32,1,1,previous_cue,1.1014364121113775,1
A1,33,1,1,previous_cue,-0.9269514359353178,-1
A1,34,1,-1,previous_cue,-0.9269514359353178,-1
A1,35,1,1,previous_cue,1.1014364121113775,1
A1,37,1,-1,previous_cue,1.1014364121113775,1
A1,44,2,1,previous_cue,1.012451219202371,1
A1,45,2,-1,previous_cue,-0.9849015261628506,-1
A1,47,2,-1,previous_cue,1.012451219202371,1
A1,48,2,1,previous_cue,1.012451219202371,1
A1,49,2,-1,previous_cue,-0.9849015261628506,-1
A1,50,2,-1,previous_cue,1.012451219202371,1
A1,51,2,1,previous_cue,1.012451219202371,1
A1,52,2,1,previous_cue,-0.9849015261628506,-1
A1,53,2,1,previous_cue,-0.9849015261628506,-1
A1,54,2,-1,previous_cue,-0.9849015261628506,-1
A1,55,2,1,previous_cue,1.012451219202371,1
A1,56,2,-1,previous_cue,-0.9849015261628506,-1
A1,57,2,-1,previous_cue,1.012451219202371,1
A1,64,3,1,previous_cue,-1.0205341068636764,-1
A1,65,3,-1,previous_cue,-1.0205341068636764,-1
A1,66,3,1,previous_cue,0.9553936319574842,1
A1,67,3,-1,previous_cue,-1.0205341068636764,-1
A1,68,3,-1,previous_cue,0.9553936319574842,1
A1,69,3,1,previous_cue,0.9553936319574842,1
A1,70,3,1,previous_cue,-1.0205341068636764,-1
A1,71,3,-1,previous_cue,-1.0205341068636764,-1
A1,72,3,1,previous_cue,0.9553936319574842,1
A1,73,3,-1,previous_cue,-1.0205341068636764,-1
A1,74,3,1,previous_cue,0.9553936319574842,1
A1,75,3,-1,previous_cue,-1.0205341068636764,-1
A1,76,3,1,previous_cue,0.9553936319574842,1
A1,84,4,1,previous_cue,0.889664828973923,1
A1,85,4,-1,previous_cue,-1.142564475788845,-1
A1,86,4,1,previous_cue,0.889664828973923,1
A1,87,4,1,previous_cue,-1.142564475788845,-1
A1,89,4,1,previous_cue,-1.142564475788845,-1
A1,90,4,1,previous_cue,-1.142564475788845,-1
A1,91,4,-1,previous_cue,-1.142564475788845,-1
A1,92,4,1,previous_cue,0.889664828973923,1
A1,93,4,1,previous_cue,-1.142564475788845,-1
A1,94,4,1,previous_cue,-1.142564475788845,-1
A1,95,4,-1,previous_cue,-1.142564475788845,-1
A1,96,4,1,previous_cue,0.889664828973923,1
A1,97,4,1,previous_cue,-1.142564475788845,-1
A1,98,4,-1,previous_cue,-1.142564475788845,-1
A1,99,4,-1,previous_cue,0.889664828973923,1
A1,2,0,1,post_given_past,-0.30383612364815504,-1
A1,4,0,-1,post_given_past,0.031879404964589846,1
A1,5,0,1,post_given_past,-0.9727385723456171,-1
A1,6,0,-1,post_given_past,-0.6495109540477162,-1
A1,7,0,-1,post_given_past,-0.34329766306959153,-1
A1,8,0,-1,post_given_past,1.2196165262879282,1
A1,9,0,1,post_given_past,0.35801114115113725,1
A1,10,0,1,post_given_past,-0.43850484820031443,-1
A1,11,0,1,post_given_past,0.7893851581281408,1
A1,12,0,1,post_given_past,0.4679807127752921,1
A1,13,0,-1,post_given_past,0.8504733001772932,1
A1,15,0,1,post_given_past,-1.103698684466798,-1
A1,16,0,-1,post_given_past,-1.662527881944671,-1
A1,17,0,1,post_given_past,-0.7942240766314684,-1
A1,24,1,-1,post_given_past,0.08660167791219044,1
A1,25,1,-1,post_given_past,0.1336233432719659,1
A1,26,1,1,post_given_past,-1.7502418273540992,-1
A1,28,1,-1,post_given_past,0.07608645739728409,1
A1,29,1,-1,post_given_past,0.7747589175125441,1
A1,30,1,-1,post_given_past,-0.2691000565701609,-1
A1,31,1,-1,post_given_past,-1.3893817699102342,-1
A1,32,1,1,post_given_past,-0.7198402690474661,-1
A1,33,1,1,post_given_past,0.31577016176850575,1
A1,34,1,-1,post_given_past,0.2933611962471522,1
A1,35,1,1,post_given_past,0.4166000671930266,1
A1,37,1,-1,post_given_past,1.1636634919153392,1
A1,44,2,1,post_given_past,1.0288018260079592,1
A1,45,2,-1,post_given_past,-0.38043712433097837,-1
A1,47,2,-1,post_given_past,1.4642786307839004,1
A1,48,2,1,post_given_past,0.3282855458862352,1
A1,49,2,-1,post_given_past,1.6701307631032247,1
A1,50,2,-1,post_given_past,1.2976936726933281,1
A1,51,2,1,post_given_past,2.0349199458053326,1
A1,52,2,1,post_given_past,10.53170421931845,1
A1,53,2,1,post_given_past,10.153661090445462,1
A1,54,2,-1,post_given_past,5.158639241102173,1
A1,55,2,1,post_given_past,2.1502940907118373,1
A1,56,2,-1,post_given_past,3.952807666171534,1
A1,57,2,-1,post_given_past,1.6335511203110264,1
A1,64,3,1,post_given_past,-2.5461314275325067,-1
A1,65,3,-1,post_given_past,0.6147531112287614,1
A1,66,3,1,post_given_past,0.09888054549299269,1
A1,67,3,-1,post_given_past,-0.39800740283565955,-1
A1,68,3,-1,post_given_past,-0.2914875355619272,-1
A1,69,3,1,post_given_past,-0.29640393493750894,-1
A1,70,3,1,post_given_past,1.0849922724926566,1
A1,71,3,-1,post_given_past,0.013515017101141148,1
A1,72,3,1,post_given_past,-1.0231120206967799,-1
A1,73,3,-1,post_given_past,0.4212736623755951,1
A1,74,3,1,post_given_past,-0.5153312656958998,-1
A1,75,3,-1,post_given_past,-1.5008331482953239,-1
A1,76,3,1,post_given_past,-0.5132449164464246,-1
A1,84,4,1,post_given_past,1.236794681364171,1
A1,85,4,-1,post_given_past,1.2688677553069252,1
A1,86,4,1,post_given_past,-3.088735362733283,-1
A1,87,4,1,post_given_past,0.4466609055668456,1
A1,89,4,1,post_given_past,0.5812530952678732,1
A1,90,4,1,post_given_past,-1.3888564468865254,-1
A1,91,4,-1,post_given_past,-1.877354821844915,-1
A1,92,4,1,post_given_past,-3.5963838214900705,-1
A1,93,4,1,post_given_past,0.13929894279382632,1
A1,94,4,1,post_given_past,-0.03483130272086208,-1
A1,95,4,-1,post_given_past,0.5291614881854414,1
A1,96,4,1,post_given_past,-1.3658095853731576,-1
A1,97,4,1,post_given_past,-2.042560066722785,-1
A1,98,4,-1,post_given_past,-6.872370929568016,-1
A1,99,4,-1,post_given_past,-0.8254314651689802,-1
A2,2,0,-1,amplitude,-1.3625991705803142,-1
A2,3,0,-1,amplitude,-0.18618044379365953,-1
A2,4,0,-1,amplitude,-0.6203183812894967,-1
A2,5,0,1,amplitude,-0.9334258714409418,-1
A2,6,0,-1,amplitude,-0.5466588982045866,-1
A2,7,0,1,amplitude,-0.35189633028094713,-1
A2,8,0,1,amplitude,-0.06521362765937398,-1
A2,9,0,-1,amplitude,-0.19981070299605835,-1
A2,10,0,-1,amplitude,0.6672069414778051,1
A2,11,0,1,amplitude,-0.5888979847441422,-1
A2,12,0,1,amplitude,-0.026796526472701476,-1
A2,13,0,1,amplitude,0.4195729588317465,1
A2,14,0,-1,amplitude,1.4562130554848762,1
A2,15,0,-1,amplitude,-0.6840053052739672,-1
A2,16,0,-1,amplitude,-0.7535255382721846,-1
A2,17,0,1,amplitude,1.9742697182139373,1
A2,24,1,1,amplitude,-0.3017036004291563,-1
A2,25,1,-1,amplitude,-0.048625110671258395,-1
A2,26,1,-1,amplitude,-0.11734842176750776,-1
A2,27,1,1,amplitude,1.0281634488708111,1
A2,28,1,1,amplitude,-0.13121004974214787,-1
A2,29,1,1,amplitude,1.6804143697559377,1
A2,31,1,-1,amplitude,-1.1082756015179065,-1
A2,32,1,-1,amplitude,-0.2727568868904514,-1
A2,34,1,-1,amplitude,-0.1020188847880277,-1
A2,35,1,-1,amplitude,0.25169634476272146,1
A2,36,1,1,amplitude,-0.683007858653333,-1
A2,37,1,1,amplitude,-0.7019320740182833,-1
A2,44,2,-1,amplitude,-0.8400883214622443,-1
A2,46,2,-1,amplitude,0.6671054874138443,1
A2,47,2,-1,amplitude,0.2270361008904614,1
A2,48,2,-1,amplitude,-1.2053953123971881,-1
A2,49,2,1,amplitude,1.2740705533969499,1
A2,50,2,1,amplitude,-0.8208990859776931,-1
A2,51,2,-1,amplitude,3.010630816342672,1
A2,52,2,1,amplitude,-0.20903719851087466,-1
A2,53,2,1,amplitude,0.0020971940669768404,1
A2,54,2,-1,amplitude,1.6402028388568042,1
A2,55,2,-1,amplitude,1.333556469085241,1
A2,56,2,1,amplitude,0.9550514031645216,1
A2,57,2,1,amplitude,-0.6906198267958445,-1
A2,64,3,-1,amplitude,1.5787377760398587,1
A2,65,3,1,amplitude,-1.695382125636344,-1
A2,66,3,-1,amplitude,-1.8928488463240596,-1
A2,67,3,1,amplitude,2.0395150095167667,1
A2,68,3,1,amplitude,-1.4096321638511928,-1
A2,69,3,-1,amplitude,-0.2531051459734029,-1
A2,70,3,-1,amplitude,0.2902649057084998,1
A2,71,3,1,amplitude,-0.6168766008870735,-1
A2,72,3,1,amplitude,2.1269980078931523,1
A2,73,3,1,amplitude,-1.1136759104231715,-1
A2,74,3,1,amplitude,0.08091480662385082,1
A2,75,3,-1,amplitude,0.014699874598452707,1
A2,76,3,-1,amplitude,-1.0080525881921003,-1
A2,77,3,-1,amplitude,-0.3610640099231212,-1
A2,84,4,-1,amplitude,0.7780474662685479,1
A2,85,4,1,amplitude,1.1439883796980408,1
A2,87,4,-1,amplitude,4.0547979314871885,1
A2,88,4,1,amplitude,0.9309645035408181,1
A2,89,4,-1,amplitude,0.6146649866244415,1
A2,90,4,-1,amplitude,2.2749264017490987,1
A2,91,4,-1,amplitude,-0.9164449936381803,-1
A2,92,4,-1,amplitude,0.43460275828735684,1
A2,93,4,1,amplitude,0.269384125786183,1
A2,94,4,-1,amplitude,-5.933932138709116,-1
A2,95,4,-1,amplitude,-2.248612042397763,-1
A2,96,4,-1,amplitude,0.7080341504372167,1
A2,97,4,-1,amplitude,-0.44306868001841104,-1
A2,98,4,-1,amplitude,-2.3450713784525754,-1
A2,99,4,-1,amplitude,0.02264157752609086,1
A2,2,0,-1,peak_latency,0.2286005548120529,1
A2,3,0,-1,peak_latency,-0.9850195637496462,-1
A2,4,0,-1,peak_latency,0.6094202873102248,1
A2,5,0,1,peak_latency,0.5157241698152231,1
A2,6,0,-1,peak_latency,0.39402715168722763,1
A2,7,0,1,peak_latency,-0.054255630388873946,-1
A2,8,0,1,peak_latency,-0.7237342846856172,-1
A2,9,0,-1,peak_latency,-0.34746962327131714,-1
A2,10,0,-1,peak_latency,1.28520220834794,1
A2,11,0,1,peak_latency,-0.1864844888065785,-1
A2,12,0,1,peak_latency,0.3042357994271081,1
A2,13,0,1,peak_latency,-2.4988699144086453,-1
A2,14,0,-1,peak_latency,-0.30033260703286574,-1
A2,15,0,-1,peak_latency,0.6078181560469589,1
A2,16,0,-1,peak_latency,0.573800135338797,1
A2,17,0,1,peak_latency,-4.898510281910837,-1
A2,24,1,1,peak_latency,0.8058254539576767,1
A2,25,1,-1,peak_latency,1.1528373380409382,1
A2,26,1,-1,peak_latency,0.6149842889852031,1
A2,27,1,1,peak_latency,-0.03205643053581249,-1
A2,28,1,1,peak_latency,-0.19479779170300257,-1
A2,29,1,1,peak_latency,-0.10665207537322734,-1
A2,31,1,-1,peak_latency,-0.7329522337287422,-1
A2,32,1,-1,peak_latency,0.7076663513753838,1
A2,34,1,-1,peak_latency,1.4812044852380506,1
A2,35,1,-1,peak_latency,1.0924571034906618,1
A2,36,1,1,peak_latency,-0.5365843110001713,-1
A2,37,1,1,peak_latency,-0.242377408339702,-1
A2,44,2,-1,peak_latency,-0.5975949560770675,-1
A2,46,2,-1,peak_latency,0.6627159001335725,1
A2,47,2,-1,peak_latency,0.6156772043392137,1
A2,48,2,-1,peak_latency,-0.8689854173927218,-1
A2,49,2,1,peak_latency,1.2952095551618554,1
A2,50,2,1,peak_latency,0.031845533360261004,1
A2,51,2,-1,peak_latency,3.2179183422704267,1
A2,52,2,1,peak_latency,-0.08814744470686633,-1
A2,53,2,1,peak_latency,0.04288808491450556,1
A2,54,2,-1,peak_latency,0.720922679088545,1
A2,55,2,-1,peak_latency,0.9900087800197038,1
A2,56,2,1,peak_latency,0.8259804320311936,1
A2,57,2,1,peak_latency,-0.4875994914988739,-1
A2,64,3,-1,peak_latency,-0.21728591029591232,-1
A2,65,3,1,peak_latency,-1.7815126078230026,-1
A2,66,3,-1,peak_latency,-1.8866023873888482,-1
A2,67,3,1,peak_latency,0.18219372953327506,1
A2,68,3,1,peak_latency,-1.6266957231249541,-1
A2,69,3,-1,peak_latency,0.22705910260085588,1
A2,70,3,-1,peak_latency,0.8910581536569846,1
A2,71,3,1,peak_latency,0.49285645748059714,1
A2,72,3,1,peak_latency,0.2316761969320778,1
A2,73,3,1,peak_latency,-1.4720164498863122,-1
A2,74,3,1,peak_latency,0.9948002850696215,1
A2,75,3,-1,peak_latency,-0.6012211357026714,-1
A2,76,3,-1,peak_latency,-1.4214342283256196,-1
A2,77,3,-1,peak_latency,0.766795428973373,1
A2,84,4,-1,peak_latency,0.3236762274350372,1
A2,85,4,1,peak_latency,-0.7014092463058876,-1
A2,87,4,-1,peak_latency,1.5485651908417748,1
A2,88,4,1,peak_latency,0.5299491331387576,1
A2,89,4,-1,peak_latency,-0.3488393621456005,-1
A2,90,4,-1,peak_latency,0.9798021060098142,1
A2,91,4,-1,peak_latency,0.06057922014236716,1
A2,92,4,-1,peak_latency,-0.3906297341096396,-1
A2,93,4,1,peak_latency,-1.753905711290624,-1
A2,94,4,-1,peak_latency,-2.6856956148316504,-1
A2,95,4,-1,peak_latency,-1.168129679555723,-1
A2,96,4,-1,peak_latency,0.6780634707003106,1
A2,97,4,-1,peak_latency,-1.9899555835364817,-1
A2,98,4,-1,peak_latency,-1.2083780225874043,-1
A2,99,4,-1,peak_latency,1.5764851509497435,1
A2,2,0,-1,spatial,0.26251480496673674,1
A2,3,0,-1,spatial,-0.8513252891105689,-1
A2,4,0,-1,spatial,1.0402917221703913,1
A2,5,0,1,spatial,0.7575871688133373,1
A2,6,0,-1,spatial,0.4683881035558948,1
A2,7,0,1,spatial,0.02893521821714855,1
A2,8,0,1,spatial,-0.7562184342541216,-1
A2,9,0,-1,spatial,-0.4855106781473745,-1
A2,10,0,-1,spatial,1.3548085615311827,1
A2,11,0,1,spatial,-0.11681843334434117,-1
A2,12,0,1,spatial,0.39302485131243853,1
A2,13,0,1,spatial,-2.0899539469915083,-1
A2,14,0,-1,spatial,-0.6441909961564937,-1
A2,15,0,-1,spatial,0.3312484242663433,1
A2,16,0,-1,spatial,0.6256932265787186,1
A2,17,0,1,spatial,-4.5603463020863195,-1
A2,24,1,1,spatial,0.7782719422416277,1
A2,25,1,-1,spatial,1.0281581918937435,1
A2,26,1,-1,spatial,0.4357618196678524,1
A2,27,1,1,spatial,0.5648380574120836,1
A2,28,1,1,spatial,0.2473458898345371,1
A2,29,1,1,spatial,0.3960171399568043,1
A2,31,1,-1,spatial,-0.7263484317844864,-1
A2,32,1,-1,spatial,1.4232459900199637,1
A2,34,1,-1,spatial,0.8400795755005397,1
A2,35,1,-1,spatial,1.2628608769562204,1
A2,36,1,1,spatial,-0.5796153513601782,-1
A2,37,1,1,spatial,0.07789937342796906,1
A2,44,2,-1,spatial,-0.9135487973441363,-1
A2,46,2,-1,spatial,0.4882968780874952,1
A2,47,2,-1,spatial,1.6939359778831247,1
A2,48,2,-1,spatial,-0.2434927993116076,-1
A2,49,2,1,spatial,1.2814174154553533,1
A2,50,2,1,spatial,-0.7598633297303644,-1
A2,51,2,-1,spatial,3.7339883706070722,1
A2,52,2,1,spatial,-2.2074818851855693,-1
A2,53,2,1,spatial,0.3648890311998649,1
A2,54,2,-1,spatial,0.7466607920883471,1
A2,55,2,-1,spatial,1.2874293915851984,1
A2,56,2,1,spatial,2.074575004062642,1
A2,57,2,1,spatial,0.27778907401978037,1
A2,64,3,-1,spatial,-0.813505513226112,-1
A2,65,3,1,spatial,-1.8045637726013943,-1
A2,66,3,-1,spatial,-1.5663490941571137,-1
A2,67,3,1,spatial,0.5168297706825041,1
A2,68,3,1,spatial,-1.6863314149507298,-1
A2,69,3,-1,spatial,0.7185913134455277,1
A2,70,3,-1,spatial,0.5457112836573518,1
A2,71,3,1,spatial,-0.5973922218826541,-1
A2,72,3,1,spatial,-0.24771096510631943,-1
A2,73,3,1,spatial,-1.10395941819655,-1
A2,74,3,1,spatial,1.4842607627907107,1
A2,75,3,-1,spatial,-1.5007260736507835,-1
A2,76,3,-1,spatial,-1.6460717272780954,-1
A2,77,3,-1,spatial,-0.4524079071438749,-1
A2,84,4,-1,spatial,0.47454549018352465,1
A2,85,4,1,spatial,-1.105281348620972,-1
A2,87,4,-1,spatial,1.5306749778948128,1
A2,88,4,1,spatial,1.8555861939783234,1
A2,89,4,-1,spatial,-0.7659987124078389,-1
A2,90,4,-1,spatial,0.8770017773383325,1
A2,91,4,-1,spatial,-0.520905736194655,-1
A2,92,4,-1,spatial,-1.0653464727347257,-1
A2,93,4,1,spatial,-1.8077564449063739,-1
A2,94,4,-1,spatial,-3.402129578725601,-1
A2,95,4,-1,spatial,-1.2191029711956607,-1
A2,96,4,-1,spatial,0.6668306550527705,1
A2,97,4,-1,spatial,-1.9569958447705267,-1
A2,98,4,-1,spatial,-1.350088395532955,-1
A2,99,4,-1,spatial,1.265576671824,1
A2,2,0,-1,mechanism,-0.024716553608519997,-1
A2,3,0,-1,mechanism,-1.3379491400271748,-1
A2,4,0,-1,mechanism,-0.05800713825293124,-1
A2,5,0,1,mechanism,-0.3973875299543508,-1
A2,6,0,-1,mechanism,0.9701852246230135,1
A2,7,0,1,mechanism,-0.7458442879886196,-1
A2,8,0,1,mechanism,-0.5211978154657718,-1
A2,9,0,-1,mechanism,-1.0390164062569256,-1
A2,10,0,-1,mechanism,1.35926793371141,1
A2,11,0,1,mechanism,-0.2502136208880107,-1
A2,12,0,1,mechanism,0.09602525340175545,1
A2,13,0,1,mechanism,-2.2704681237447177,-1
A2,14,0,-1,mechanism,0.4737783710339742,1
A2,15,0,-1,mechanism,0.22949856663974122,1
A2,16,0,-1,mechanism,-0.7476219870486517,-1
A2,17,0,1,mechanism,-3.8238870627832293,-1
A2,24,1,1,mechanism,-0.05863701372383608,-1
A2,25,1,-1,mechanism,1.0374027809742121,1
A2,26,1,-1,mechanism,0.1227205326594076,1
A2,27,1,1,mechanism,1.181422385055795,1
A2,28,1,1,mechanism,0.5599205316066532,1
A2,29,1,1,mechanism,1.3946320501249576,1
A2,31,1,-1,mechanism,-1.379775165067577,-1
A2,32,1,-1,mechanism,0.850204569556903,1
A2,34,1,-1,mechanism,0.40905913771091196,1
A2,35,1,-1,mechanism,0.5790668270678281,1
A2,36,1,1,mechanism,-1.2178728972184318,-1
A2,37,1,1,mechanism,-0.43202415820673323,-1
A2,44,2,-1,mechanism,-1.0020151010373781,-1
A2,46,2,-1,mechanism,0.0662902552993711,1
A2,47,2,-1,mechanism,0.49927850700282095,1
A2,48,2,-1,mechanism,-0.496855899195957,-1
A2,49,2,1,mechanism,1.5221356982654237,1
A2,50,2,1,mechanism,-1.5513885617752239,-1
A2,51,2,-1,mechanism,3.674563259043511,1
A2,52,2,1,mechanism,-1.6018720006820748,-1
A2,53,2,1,mechanism,-0.009690630015447612,-1
A2,54,2,-1,mechanism,1.6589511839044302,1
A2,55,2,-1,mechanism,1.8714561751599197,1
A2,56,2,1,mechanism,2.9913833734272655,1
A2,57,2,1,mechanism,-0.8591047891503422,-1
A2,64,3,-1,mechanism,-0.1750266883810603,-1
A2,65,3,1,mechanism,-1.9083596011430872,-1
A2,66,3,-1,mechanism,-2.1746557303020575,-1
A2,67,3,1,mechanism,1.415413454690891,1
A2,68,3,1,mechanism,-1.9788969183845666,-1
A2,69,3,-1,mechanism,0.33302678119608564,1
A2,70,3,-1,mechanism,0.6370754882162948,1
A2,71,3,1,mechanism,-0.5963045267596802,-1
A2,72,3,1,mechanism,0.6263357521835796,1
A2,73,3,1,mechanism,-1.405128106687462,-1
A2,74,3,1,mechanism,1.3743754357309481,1
A2,75,3,-1,mechanism,-1.2472208113630507,-1
A2,76,3,-1,mechanism,-1.8784317620702498,-1
A2,77,3,-1,mechanism,-0.5634680029359644,-1
A2,84,4,-1,mechanism,0.8160980367646261,1
A2,85,4,1,mechanism,-0.07182667881433455,-1
A2,87,4,-1,mechanism,1.800299942545866,1
A2,88,4,1,mechanism,2.577335038243711,1
A2,89,4,-1,mechanism,-0.6877161460499025,-1
A2,90,4,-1,mechanism,1.8006172418454498,1
A2,91,4,-1,mechanism,-1.3159664143016765,-1
A2,92,4,-1,mechanism,-1.0033048453374793,-1
A2,93,4,1,mechanism,-1.2204311762517515,-1
A2,94,4,-1,mechanism,-0.7949157127627505,-1
A2,95,4,-1,mechanism,-0.7388733844331589,-1
A2,96,4,-1,mechanism,0.05377975534352506,1
A2,97,4,-1,mechanism,-1.848950820652826,-1
A2,98,4,-1,mechanism,-1.0506710084031743,-1
A2,99,4,-1,mechanism,0.5379634980634626,1
A2,2,0,-1,covariance,-1.5252720850629513,-1
A2,3,0,-1,covariance,-0.496774145764161,-1
A2,4,0,-1,covariance,-2.210152901612395,-1
A2,5,0,1,covariance,-0.06454838625512749,-1
A2,6,0,-1,covariance,0.07733215460107876,1
A2,7,0,1,covariance,-1.3279560004554056,-1
A2,8,0,1,covariance,-0.5547888939417351,-1
A2,9,0,-1,covariance,-0.7727884540036103,-1
A2,10,0,-1,covariance,0.9410601003065894,1
A2,11,0,1,covariance,-0.41320681364751527,-1
A2,12,0,1,covariance,0.79788422266731,1
A2,13,0,1,covariance,-1.3969825088711374,-1
A2,14,0,-1,covariance,-0.7838073956836085,-1
A2,15,0,-1,covariance,-0.2419017269919228,-1
A2,16,0,-1,covariance,-0.6847663123554635,-1
A2,17,0,1,covariance,0.7244808850240914,1
A2,24,1,1,covariance,-2.0269448757863726,-1
A2,25,1,-1,covariance,-0.12476031686573737,-1
A2,26,1,-1,covariance,-0.04782300529228999,-1
A2,27,1,1,covariance,2.2494412031708944,1
A2,28,1,1,covariance,1.704362843573039,1
A2,29,1,1,covariance,2.563225855222064,1
A2,31,1,-1,covariance,-0.9682697217589014,-1
A2,32,1,-1,covariance,-0.38577687463090365,-1
A2,34,1,-1,covariance,-0.23687425527629483,-1
A2,35,1,-1,covariance,-0.5725829995049287,-1
A2,36,1,1,covariance,-0.6996911102805092,-1
A2,37,1,1,covariance,1.0851294488984722,1
A2,44,2,-1,covariance,-0.8308679635837397,-1
A2,46,2,-1,covariance,-1.3903723046648397,-1
A2,47,2,-1,covariance,-0.6158001388220841,-1
A2,48,2,-1,covariance,-1.2035581432427782,-1
A2,49,2,1,covariance,0.8084443405007203,1
A2,50,2,1,covariance,0.5574387226700968,1
A2,51,2,-1,covariance,2.820703887172704,1
A2,52,2,1,covariance,-0.5307305124113632,-1
A2,53,2,1,covariance,-0.8680070900971417,-1
A2,54,2,-1,covariance,-1.735731876471965,-1
A2,55,2,-1,covariance,0.5316848735533308,1
A2,56,2,1,covariance,2.985218918367318,1
A2,57,2,1,covariance,-2.106865270698305,-1
A2,64,3,-1,covariance,-0.7007887753900752,-1
A2,65,3,1,covariance,0.9437314868756731,1
A2,66,3,-1,covariance,-0.9873461175256207,-1
A2,67,3,1,covariance,-0.7653612567280365,-1
A2,68,3,1,covariance,-0.6506353510449331,-1
A2,69,3,-1,covariance,-1.2606783860027753,-1
A2,70,3,-1,covariance,-2.2825941179825837,-1
A2,71,3,1,covariance,-0.38009464037684987,-1
A2,72,3,1,covariance,-1.8261019383910801,-1
A2,73,3,1,covariance,-1.365683958116073,-1
A2,74,3,1,covariance,1.2243372067806557,1
A2,75,3,-1,covariance,-1.1806452793968543,-1
A2,76,3,-1,covariance,-1.5556797224135814,-1
A2,77,3,-1,covariance,-1.1400852326856485,-1
A2,84,4,-1,covariance,2.1515804492270734,1
A2,85,4,1,covariance,0.2612266597752973,1
A2,87,4,-1,covariance,0.1801591108056849,1
A2,88,4,1,covariance,4.9060638931651415,1
A2,89,4,-1,covariance,-1.0298575489793091,-1
A2,90,4,-1,covariance,-0.7477607198883118,-1
A2,91,4,-1,covariance,-1.5772393204353647,-1
A2,92,4,-1,covariance,-0.37697045391784356,-1
A2,93,4,1,covariance,-0.04535454537242362,-1
A2,94,4,-1,covariance,3.510509337546451,1
A2,95,4,-1,covariance,2.4063754934109336,1
A2,96,4,-1,covariance,-1.26095994837278,-1
A2,97,4,-1,covariance,0.30793550264762687,1
A2,98,4,-1,covariance,0.44896068983664356,1
A2,99,4,-1,covariance,-0.9818460838366555,-1
A2,2,0,-1,projection6,0.1383981312675268,1
A2,3,0,-1,projection6,-0.2908159601561264,-1
A2,4,0,-1,projection6,-0.18803911629573458,-1
A2,5,0,1,projection6,-0.4102681378279194,-1
A2,6,0,-1,projection6,0.7391956098383631,1
A2,7,0,1,projection6,-0.8144429839220292,-1
A2,8,0,1,projection6,0.25430360924959217,1
A2,9,0,-1,projection6,-0.18958735256146997,-1
A2,10,0,-1,projection6,0.5079074731679136,1
A2,11,0,1,projection6,-0.2774812141427124,-1
A2,12,0,1,projection6,0.43860231025118007,1
A2,13,0,1,projection6,-1.503412517979882,-1
A2,14,0,-1,projection6,1.0100608318154343,1
A2,15,0,-1,projection6,0.9886341747432946,1
A2,16,0,-1,projection6,-1.5041246971703612,-1
A2,17,0,1,projection6,-0.9899305146750067,-1
A2,24,1,1,projection6,-0.09703385788423516,-1
A2,25,1,-1,projection6,-0.11928423401060266,-1
A2,26,1,-1,projection6,-0.15043320682103214,-1
A2,27,1,1,projection6,0.8612756395421618,1
A2,28,1,1,projection6,-0.14393323590269577,-1
A2,29,1,1,projection6,1.5001732462666766,1
A2,31,1,-1,projection6,-1.3368507165812817,-1
A2,32,1,-1,projection6,-0.06789821296395024,-1
A2,34,1,-1,projection6,0.009544235277447188,1
A2,35,1,-1,projection6,0.3128525005885648,1
A2,36,1,1,projection6,-0.6190990502162858,-1
A2,37,1,1,projection6,-1.0466085046986082,-1
A2,44,2,-1,projection6,-0.21740347946283023,-1
A2,46,2,-1,projection6,0.12757525352876722,1
A2,47,2,-1,projection6,-0.761011444407988,-1
A2,48,2,-1,projection6,-0.6038468003525191,-1
A2,49,2,1,projection6,0.7883015252734189,1
A2,50,2,1,projection6,-4.687789362550819,-1
A2,51,2,-1,projection6,1.3202032819606768,1
A2,52,2,1,projection6,0.4490561148746076,1
A2,53,2,1,projection6,-0.02391717086571563,-1
A2,54,2,-1,projection6,1.6468162459131186,1
A2,55,2,-1,projection6,0.5423370794005968,1
A2,56,2,1,projection6,2.048071269756948,1
A2,57,2,1,projection6,-2.1983233400258513,-1
A2,64,3,-1,projection6,2.0288900537276797,1
A2,65,3,1,projection6,-2.167961003180125,-1
A2,66,3,-1,projection6,-1.9507510580708645,-1
