stage,dataset,trial_id,block,truth,score,prediction
v7,B1,27,1,1,0.035874802650491144,1
v7,B1,28,1,1,0.05233776737802476,1
v7,B1,29,1,1,0.003494974340492174,1
v7,B1,30,1,-1,-0.22365613556848973,-1
v7,B1,31,1,1,0.1532310997406816,1
v7,B1,32,1,-1,0.020968514376039638,1
v7,B1,33,1,-1,0.009313470160757453,1
v7,B1,34,1,1,0.15870004908692448,1
v7,B1,35,1,-1,-0.02765702172505613,-1
v7,B1,37,1,-1,-0.009497221980070025,-1
v7,B1,38,1,-1,0.06297556554526917,1
v7,B1,39,1,1,0.1105348863899106,1
v7,B1,40,1,1,-0.01667005001754951,-1
v7,B1,41,2,-1,-0.1711552045417285,-1
v7,B1,42,2,1,-0.13424261897785628,-1
v7,B1,43,2,1,0.2432681635780598,1
v7,B1,44,2,1,0.15585221183617803,1
v7,B1,45,2,1,-0.008609660282456466,-1
v7,B1,46,2,-1,-0.13968187152263561,-1
v7,B1,47,2,-1,-0.19425977404093225,-1
v7,B1,48,2,1,-0.03271214713729087,-1
v7,B1,49,2,1,0.13297169901490602,1
v7,B1,50,2,-1,-0.011372232461370091,-1
v7,B1,51,2,1,-0.1986323304976776,-1
v7,B1,52,2,-1,-0.022428165813782708,-1
v7,B1,53,2,1,-0.0701140984184932,-1
v7,B1,55,2,1,-0.27743072084533416,-1
v7,B1,56,2,-1,-0.0636689586996218,-1
v7,B1,57,2,1,-0.19669040212955824,-1
v7,B1,58,2,1,-0.13777153517640978,-1
v7,B1,59,2,1,0.16489502428961444,1
v7,B1,60,2,1,-0.13074076796735795,-1
v7,B1,61,3,-1,-0.06192308049247208,-1
v7,B1,62,3,-1,0.11592292276385496,1
v7,B1,63,3,1,0.09103287026086959,1
v7,B1,64,3,-1,-0.010409648366042523,-1
v7,B1,65,3,-1,-0.22340650511687454,-1
v7,B1,66,3,-1,-0.0036962350571944635,-1
v7,B1,67,3,1,0.01307126056307395,1
v7,B1,68,3,1,-0.03578593278137293,-1
v7,B1,69,3,-1,0.04927698331637931,1
v7,B1,70,3,-1,-0.010136455261333388,-1
v7,B1,71,3,1,-0.015412786275792734,-1
v7,B1,72,3,1,0.04495094171002589,1
v7,B1,73,3,-1,0.02511364953553563,1
v7,B1,74,3,-1,-0.006095143003875092,-1
v7,B1,75,3,1,-0.10258777851600942,-1
v7,B1,76,3,-1,0.12735488064871414,1
v7,B1,77,3,-1,0.06970155900486341,1
v7,B1,78,3,-1,-0.15346514169202208,-1
v7,B1,79,3,1,-0.01666952954075057,-1
v7,B1,80,3,-1,-0.06904050565538439,-1
v7,B1,81,4,-1,-0.17148239687855193,-1
v7,B1,82,4,1,-0.1533136232364044,-1
v7,B1,83,4,-1,-0.10241813421257268,-1
v7,B1,84,4,-1,-0.029035826786369512,-1
v7,B1,85,4,1,0.0868117223675079,1
v7,B1,86,4,-1,0.002646458885916525,1
v7,B1,87,4,-1,0.1164708614375749,1
v7,B1,89,4,-1,-0.003580070007543401,-1
v7,B1,90,4,-1,-0.027872927339408604,-1
v7,B1,91,4,1,0.1490446256035033,1
v7,B1,93,4,-1,-0.029195160103163476,-1
v7,B1,94,4,1,0.1447094358614769,1
v7,B1,95,4,-1,-0.10036381821696622,-1
v7,B1,96,4,1,0.10304978137444654,1
v7,B1,97,4,-1,-0.06009007178402631,-1
v7,B1,98,4,1,0.09563406222325432,1
v7,B1,99,4,1,0.24181238321593002,1
v7,B1,100,4,1,-0.04852327927759281,-1
v7,B2,1,0,-1,-0.10661739277074206,-1
v7,B2,2,0,-1,-0.16596482858497164,-1
v7,B2,3,0,-1,-0.09488306692130344,-1
v7,B2,4,0,1,0.016256440439431086,1
v7,B2,5,0,-1,-0.09748915497206284,-1
v7,B2,6,0,1,0.16947917023919667,1
v7,B2,7,0,1,0.10270375815904109,1
v7,B2,8,0,1,-0.09731897846271537,-1
v7,B2,9,0,1,0.046667919137822644,1
v7,B2,10,0,-1,0.1293212146004905,1
v7,B2,11,0,1,-0.15020578189885064,-1
v7,B2,12,0,1,-0.12357477030733266,-1
v7,B2,13,0,1,-0.21490734292713926,-1
v7,B2,15,0,1,-0.07172334509338979,-1
v7,B2,17,0,-1,0.18430098081358393,1
v7,B2,18,0,1,-0.11764768601337933,-1
v7,B2,19,0,1,-0.020088565289149374,-1
v7,B2,20,0,-1,0.21759000371303205,1
v7,B2,21,1,1,-0.07955769128549955,-1
v7,B2,22,1,1,-0.2745499321500948,-1
v7,B2,24,1,-1,-0.10305340742504915,-1
v7,B2,25,1,-1,-0.03422498649654576,-1
v7,B2,26,1,1,0.09606270804700834,1
v7,B2,27,1,-1,-0.17008700265556054,-1
v7,B2,28,1,-1,0.0005741663474106984,1
v7,B2,29,1,-1,-0.08272907044799865,-1
v7,B2,30,1,1,-0.03258211752623569,-1
v7,B2,31,1,1,-0.055917962565432966,-1
v7,B2,32,1,1,-0.09520795277018862,-1
v7,B2,33,1,1,0.1485210538811379,1
v7,B2,34,1,1,-0.20377373445417346,-1
v7,B2,35,1,-1,-0.17845401134160127,-1
v7,B2,36,1,1,0.05391659361115175,1
v7,B2,37,1,-1,0.0023364948613600056,1
v7,B2,38,1,-1,-0.04295235182292417,-1
v7,B2,39,1,1,-0.19393896373130076,-1
v7,B2,40,1,1,0.08310545036243155,1
v7,B2,41,2,1,0.1601670464658076,1
v7,B2,42,2,-1,-0.1457690838425984,-1
v7,B2,44,2,1,0.024913196514518732,1
v7,B2,45,2,-1,0.10485379922407934,1
v7,B2,46,2,-1,0.16185309386081415,1
v7,B2,47,2,1,0.024095697077909928,1
v7,B2,48,2,-1,-0.06438333196330637,-1
v7,B2,49,2,1,-0.07700549632734588,-1
v7,B2,51,2,-1,-0.013415854237412317,-1
v7,B2,52,2,-1,0.13570309347883625,1
v7,B2,53,2,1,-0.011093021128221858,-1
v7,B2,55,2,1,0.001655487350375573,1
v7,B2,56,2,-1,-0.07488566326680762,-1
v7,B2,58,2,-1,-0.2957395286147385,-1
v7,B2,59,2,-1,0.021976453296001175,1
v7,B2,60,2,-1,0.011775487498074444,1
v7,B2,61,3,-1,-0.14543641481986191,-1
v7,B2,62,3,1,0.09085867501755729,1
v7,B2,63,3,-1,0.09327311820654083,1
v7,B2,64,3,-1,0.20059438020663534,1
v7,B2,65,3,1,-0.07412961395859241,-1
v7,B2,66,3,1,0.06532203962359473,1
v7,B2,67,3,1,-0.0619544999963742,-1
v7,B2,68,3,1,-0.006728620294961962,-1
v7,B2,69,3,-1,0.08720560398703636,1
v7,B2,70,3,-1,-0.07051453684504044,-1
v7,B2,71,3,1,0.0490807181564229,1
v7,B2,72,3,1,0.09734419975040265,1
v7,B2,73,3,1,0.041468705542495266,1
v7,B2,74,3,-1,-0.04674570623791069,-1
v7,B2,75,3,-1,0.005239165344655516,1
v7,B2,76,3,1,-0.0411338678295855,-1
v7,B2,77,3,1,0.10606632488634515,1
v7,B2,78,3,-1,-0.01193379576810627,-1
v7,B2,79,3,-1,-0.010180999914703504,-1
v7,B2,80,3,-1,-0.01743556248676753,-1
v7,B2,81,4,1,-0.13042718576320184,-1
v7,B2,83,4,1,-0.032843464322262705,-1
v7,B2,84,4,-1,0.18516449160355686,1
v7,B2,85,4,-1,-0.09809254407437751,-1
v7,B2,86,4,1,-0.26845752293798797,-1
v7,B2,87,4,-1,-0.04298001806474333,-1
v7,B2,88,4,1,-0.026355123628476917,-1
v7,B2,89,4,-1,0.006109355544233086,1
v7,B2,90,4,1,0.10677812901937667,1
v7,B2,91,4,-1,0.03963542065382597,1
v7,B2,92,4,-1,-0.02480001563992451,-1
v7,B2,93,4,1,-0.009185314231894115,-1
v7,B2,94,4,-1,0.0018906660444344414,1
v7,B2,95,4,1,-0.005193546482565814,-1
v7,B2,96,4,1,0.0005588858409191211,1
v7,B2,97,4,-1,0.1258483192128499,1
v7,B2,98,4,-1,0.03905194244241028,1
v7,B2,99,4,1,0.07614265410546006,1
v7,B2,100,4,-1,-0.1353200155472456,-1
