dataset,time_ms,preprocessed,V7
VisualCogA_Task-2,246.09375,-30.614119476309583,-29.931283234339613
VisualCogA_Task-2,250.0,-31.0408780622916,-30.283417012945048
VisualCogA_Task-2,253.90625,-31.490540639282358,-30.657702415972306
VisualCogA_Task-2,257.8125,-31.885506628930138,-30.97795811350762
VisualCogA_Task-2,261.71875,-32.193914046779724,-31.215019959417088
VisualCogA_Task-2,265.625,-32.4329231900748,-31.396147736247567
VisualCogA_Task-2,269.53125,-32.638987471195,-31.575600261356
VisualCogA_Task-2,273.4375,-32.82836647061997,-31.76203088283314
VisualCogA_Task-2,277.34375,-32.97749732777676,-31.92889367940098
VisualCogA_Task-2,281.25,-33.03826336748411,-32.028286448644096
VisualCogA_Task-2,285.15625,-32.9765616211054,-31.988606407093506
VisualCogA_Task-2,289.0625,-32.80353839898834,-31.826197869457204
VisualCogA_Task-2,292.96875,-32.57361346340319,-31.62337164203526
VisualCogA_Task-2,296.875,-32.35015691381468,-31.405560886753243
VisualCogA_Task-2,300.78125,-32.166726423202135,-31.228462598220588
VisualCogA_Task-2,304.6875,-32.01473084055088,-31.06973583646353
VisualCogA_Task-2,308.59375,-31.864183155769148,-30.927897977276487
VisualCogA_Task-2,312.5,-31.696619803764875,-30.761423413589334
VisualCogA_Task-2,316.40625,-31.524181499697285,-30.58592319402679
VisualCogA_Task-2,320.3125,-31.385711590257735,-30.46677686031432
VisualCogA_Task-2,324.21875,-31.328362163423648,-30.468140506367167
VisualCogA_Task-2,328.125,-31.38732735106793,-30.58490563571513
VisualCogA_Task-2,332.03125,-31.569833937135805,-30.805231195349243
VisualCogA_Task-2,335.9375,-31.845133486140032,-31.107561029387533
VisualCogA_Task-2,339.84375,-32.14771426853827,-31.418345058243794
VisualCogA_Task-2,343.75,-32.40419440979514,-31.66281947545128
VisualCogA_Task-2,347.65625,-32.57809067084562,-31.81429521809448
VisualCogA_Task-2,351.5625,-32.70242455464641,-31.89919923391203
VisualCogA_Task-2,355.46875,-32.870328339718974,-31.98988023521645
VisualCogA_Task-2,359.375,-33.184911070464324,-32.20328893360069
VisualCogA_Task-2,363.28125,-33.70021941124783,-32.61795550548863
VisualCogA_Task-2,367.1875,-34.38667650607839,-33.205777051395984
VisualCogA_Task-2,371.09375,-35.1332468898137,-33.87152529604227
VisualCogA_Task-2,375.0,-35.780178999774186,-34.462941710939205
VisualCogA_Task-2,378.90625,-36.172114350746874,-34.833130877719974
VisualCogA_Task-2,382.8125,-36.2203833609231,-34.88310946081501
VisualCogA_Task-2,386.71875,-35.952651711399845,-34.609846421728975
VisualCogA_Task-2,390.625,-35.518840834847126,-34.224241514184286
VisualCogA_Task-2,394.53125,-35.138210920621276,-33.8896606488823
VisualCogA_Task-2,398.4375,-35.010204302070434,-33.78514200707568
VisualCogA_Task-2,402.34375,-35.236939078668776,-33.98313898114097
VisualCogA_Task-2,406.25,-35.79573226701461,-34.49761647179785
VisualCogA_Task-2,410.15625,-36.56768920793683,-35.17273240711294
VisualCogA_Task-2,414.0625,-37.39878036046854,-35.90464338259655
VisualCogA_Task-2,417.96875,-38.15833811432577,-36.57812754610088
VisualCogA_Task-2,421.875,-38.76886375074574,-37.1020408393357
VisualCogA_Task-2,425.78125,-39.20337225064168,-37.48769102693393
VisualCogA_Task-2,429.6875,-39.466507674476446,-37.75540935291111
VisualCogA_Task-2,433.59375,-39.57860022104569,-37.90329817397472
VisualCogA_Task-2,437.5,-39.56965114094341,-37.93152629290927
VisualCogA_Task-2,441.40625,-39.47834406220585,-37.890629751801775
VisualCogA_Task-2,445.3125,-39.349542741623914,-37.8092851120105
VisualCogA_Task-2,449.21875,-39.22996242641463,-37.68642285599548
VisualCogA_Task-2,453.125,-39.16645661002741,-37.59994715012331
VisualCogA_Task-2,457.03125,-39.20635819956844,-37.61921831271265
VisualCogA_Task-2,460.9375,-39.39037657630146,-37.78648353227095
VisualCogA_Task-2,464.84375,-39.73295869970137,-38.09899927945249
VisualCogA_Task-2,468.75,-40.20286213894294,-38.51097702919439
VisualCogA_Task-2,472.65625,-40.72427672742623,-39.00556912138737
VisualCogA_Task-2,476.5625,-41.203918640667155,-39.488068627374766
VisualCogA_Task-2,480.46875,-41.56919339588752,-39.878025331442686
VisualCogA_Task-2,484.375,-41.79677122633515,-40.14080621467237
VisualCogA_Task-2,488.28125,-41.91995534356667,-40.30847835207754
VisualCogA_Task-2,492.1875,-42.01518393267084,-40.490591461060106
VisualCogA_Task-2,496.09375,-42.173901079406754,-40.757741320817345
VisualCogA_Task-2,500.0,-42.466277761208204,-41.12356182782047
VisualCogA_Task-2,503.90625,-42.90596658645815,-41.605069208290956
VisualCogA_Task-2,507.8125,-43.43335316822005,-42.17178926063734
VisualCogA_Task-2,511.71875,-43.93569634215327,-42.70906779029315
VisualCogA_Task-2,515.625,-44.3027422556243,-43.06561391890587
VisualCogA_Task-2,519.53125,-44.4876908225293,-43.17858084054029
VisualCogA_Task-2,523.4375,-44.53385459828881,-43.1344630549432
VisualCogA_Task-2,527.34375,-44.54844249699667,-43.05430516597241
VisualCogA_Task-2,531.25,-44.64090049876424,-43.07972955340991
VisualCogA_Task-2,535.15625,-44.86597225660042,-43.23973247510504
VisualCogA_Task-2,539.0625,-45.202635743715305,-43.553015954684895
VisualCogA_Task-2,542.96875,-45.56956165523195,-43.89189300355203
VisualCogA_Task-2,546.875,-45.85695392395721,-44.15871949807291
VisualCogA_Task-2,550.78125,-45.96030861664995,-44.22485632257538
VisualCogA_Task-2,554.6875,-45.81727117573841,-44.02199691954432
VisualCogA_Task-2,558.59375,-45.4474356544126,-43.53163019425615
VisualCogA_Task-2,562.5,-44.97414061397788,-42.87325082433942
VisualCogA_Task-2,566.40625,-44.59539421301508,-42.292434503052505
VisualCogA_Task-2,570.3125,-44.495706126737275,-41.9461133353435
VisualCogA_Task-2,574.21875,-44.741096305672926,-41.93791736462077
VisualCogA_Task-2,578.125,-45.228226459899915,-42.172205203643145
VisualCogA_Task-2,582.03125,-45.73027802423677,-42.47208344946588
VisualCogA_Task-2,585.9375,-46.01661817688597,-42.57745928006024
VisualCogA_Task-2,589.84375,-45.97492258908122,-42.36275048229062
VisualCogA_Task-2,593.75,-45.66716064447695,-41.92536694229713
VisualCogA_Task-2,597.65625,-45.29448748273926,-41.554490286026265
VisualCogA_Task-2,601.5625,-45.095930715328485,-41.44849572528389
VisualCogA_Task-2,605.46875,-45.23346797403193,-41.70666953809712
VisualCogA_Task-2,609.375,-45.71581275128962,-42.26627645093994
VisualCogA_Task-2,613.28125,-46.39325684922383,-42.96104730227707
VisualCogA_Task-2,617.1875,-47.02407807422092,-43.580589522638434
VisualCogA_Task-2,621.09375,-47.38058841626891,-43.89860473402174
VisualCogA_Task-2,625.0,-47.347863009307474,-43.772641074471025
VisualCogA_Task-2,628.90625,-46.97547910437155,-43.26466950114131
VisualCogA_Task-2,632.8125,-46.45914500409741,-42.60150752288733
VisualCogA_Task-2,636.71875,-46.051514739088134,-42.021485484603126
VisualCogA_Task-2,640.625,-45.93703868191283,-41.78000696636101
VisualCogA_Task-2,644.53125,-46.13683457313933,-41.92866558959129
VisualCogA_Task-2,648.4375,-46.49944409566985,-42.275209034639154
VisualCogA_Task-2,652.34375,-46.7794911701545,-42.59760751392475
VisualCogA_Task-2,656.25,-46.75340722930695,-42.63133207503847
VisualCogA_Task-2,660.15625,-46.310570999464844,-42.24435835907738
VisualCogA_Task-2,664.0625,-45.48667628202609,-41.46532359978171
VisualCogA_Task-2,667.96875,-44.44122600595594,-40.46541722203474
VisualCogA_Task-2,671.875,-43.39776637074946,-39.42351691990508
VisualCogA_Task-2,675.78125,-42.56709161922908,-38.58587107308614
VisualCogA_Task-2,679.6875,-42.07695589423249,-38.07412582852927
VisualCogA_Task-2,683.59375,-41.9359040287252,-37.888562864895924
VisualCogA_Task-2,687.5,-42.046538683766485,-37.94228347261332
VisualCogA_Task-2,691.40625,-42.256305760659146,-38.08709770353771
VisualCogA_Task-2,695.3125,-42.41690259489412,-38.19517102791442
VisualCogA_Task-2,699.21875,-42.42936685810862,-38.21037730012157
VisualCogA_Task-2,703.125,-42.26611092699038,-38.04759040747081
VisualCogA_Task-2,707.03125,-41.96882447637754,-37.81353797772818
VisualCogA_Task-2,710.9375,-41.62568421305603,-37.57686805963873
VisualCogA_Task-2,714.84375,-41.33842284840382,-37.38834408335004
VisualCogA_Task-2,718.75,-41.19359145513517,-37.33477331967801
VisualCogA_Task-2,722.65625,-41.246878605483104,-37.46076200787145
VisualCogA_Task-2,726.5625,-41.519346593984324,-37.769294828862726
VisualCogA_Task-2,730.46875,-41.998323328360286,-38.28068502325517
VisualCogA_Task-2,734.375,-42.638722203834774,-38.93685934532533
VisualCogA_Task-2,738.28125,-43.369481191590566,-39.650431618255745
VisualCogA_Task-2,742.1875,-44.11008033063779,-40.34193455623426
VisualCogA_Task-2,746.09375,-44.789077598510744,-40.91934130507124
VisualCogA_Task-2,750.0,-45.350061203954134,-41.372762721945065
VisualCogA_Task-2,753.90625,-45.74273791034637,-41.692088663105594
VisualCogA_Task-2,757.8125,-45.911537028283604,-41.84363199856046
VisualCogA_Task-2,761.71875,-45.795372256276515,-41.75237546672116
VisualCogA_Task-2,765.625,-45.34410354613422,-41.35596517090285
VisualCogA_Task-2,769.53125,-44.547386707072604,-40.601966701548136
VisualCogA_Task-2,773.4375,-43.46368543302274,-39.551403236865404
VisualCogA_Task-2,777.34375,-42.23430377812598,-38.3703613166255
VisualCogA_Task-2,781.25,-41.069073393759126,-37.26150676893115
VisualCogA_Task-2,785.15625,-40.19676803889869,-36.45142261946492
VisualCogA_Task-2,789.0625,-39.78901051212705,-36.10999834961157
VisualCogA_Task-2,792.96875,-39.88934793574803,-36.20791517907624
VisualCogA_Task-2,796.875,-40.39112146146704,-36.63596284231091
VisualCogB_Task-1,-250.0,3.1705509198404127,3.431327349525411
VisualCogB_Task-1,-246.09375,3.397023445721524,3.646033700591572
VisualCogB_Task-1,-242.1875,3.711336910199402,3.9264180874895502
VisualCogB_Task-1,-238.28125,4.067811530113991,4.240805958526911
VisualCogB_Task-1,-234.375,4.37647228069698,4.514365505702626
VisualCogB_Task-1,-230.46875,4.548883424343409,4.6579589470191785
VisualCogB_Task-1,-226.5625,4.533066328092874,4.62041423048522
VisualCogB_Task-1,-222.65625,4.326333201508054,4.3978978880091395
VisualCogB_Task-1,-218.75,3.9746083551262705,4.031367518686803
VisualCogB_Task-1,-214.84375,3.566121065073993,3.6114588682030586
VisualCogB_Task-1,-210.9375,3.2164378002699516,3.24437203725443
VisualCogB_Task-1,-207.03125,3.037934921374511,3.0455715794194327
VisualCogB_Task-1,-203.125,3.097274061313535,3.0773425216951824
VisualCogB_Task-1,-199.21875,3.3809057947702623,3.329941931026538
VisualCogB_Task-1,-195.3125,3.791894095019131,3.712396860041306
VisualCogB_Task-1,-191.40625,4.182810992074302,4.071663933760128
VisualCogB_Task-1,-187.5,4.407314057385263,4.281785420822795
VisualCogB_Task-1,-183.59375,4.368350900980737,4.23736239778623
VisualCogB_Task-1,-179.6875,4.048914827547183,3.9186234294369835
VisualCogB_Task-1,-175.78125,3.518254082994555,3.395315450447851
VisualCogB_Task-1,-171.875,2.911656746331153,2.798376282661624
VisualCogB_Task-1,-167.96875,2.387182689389756,2.2829694152038518
VisualCogB_Task-1,-164.0625,2.067260320854274,1.9704734707027085
VisualCogB_Task-1,-160.15625,1.9816301571930974,1.895410280251326
VisualCogB_Task-1,-156.25,2.0410575782286893,1.9604548220261755
VisualCogB_Task-1,-152.34375,2.0700451222241414,1.9938775176603685
VisualCogB_Task-1,-148.4375,1.893800047518859,1.8219924564377934
VisualCogB_Task-1,-144.53125,1.4303170659312816,1.3622976644423705
VisualCogB_Task-1,-140.625,0.7285433443109511,0.6632317078206319
VisualCogB_Task-1,-136.71875,-0.06784393004742334,-0.13132123737465845
VisualCogB_Task-1,-132.8125,-0.7989221886968165,-0.8618917352480774
VisualCogB_Task-1,-128.90625,-1.3533019026429272,-1.4162714491941886
VisualCogB_Task-1,-125.0,-1.6837891031339893,-1.746758649685251
VisualCogB_Task-1,-121.09375,-1.7834141254806424,-1.8463836720319038
VisualCogB_Task-1,-117.1875,-1.6598960066811106,-1.7214119021037864
VisualCogB_Task-1,-113.28125,-1.3346524090497915,-1.3951333344920664
VisualCogB_Task-1,-109.375,-0.8576208416477002,-0.9185399477515652
VisualCogB_Task-1,-105.46875,-0.3114982407425983,-0.3737184913859931
VisualCogB_Task-1,-101.5625,0.2054387979980684,0.13757396006853007
VisualCogB_Task-1,-97.65625,0.6047302426348401,0.5306828753560259
VisualCogB_Task-1,-93.75,0.8244646987391373,0.7388034495794884
VisualCogB_Task-1,-89.84375,0.8339091693172431,0.7314217152593554
VisualCogB_Task-1,-85.9375,0.6320199965076394,0.5078272222276695
VisualCogB_Task-1,-82.03125,0.24430276065341527,0.09685802005752508
VisualCogB_Task-1,-78.125,-0.28170147381152955,-0.45307136066021314
VisualCogB_Task-1,-74.21875,-0.883762464722281,-1.0810645147743
VisualCogB_Task-1,-70.3125,-1.4953875280469535,-1.7187732541480045
VisualCogB_Task-1,-66.40625,-2.0541973343311417,-2.300278123745656
VisualCogB_Task-1,-62.5,-2.501238522175343,-2.758983305306293
VisualCogB_Task-1,-58.59375,-2.7765125061561973,-3.035340945428512
VisualCogB_Task-1,-54.6875,-2.829384065961028,-3.084957598252749
VisualCogB_Task-1,-50.78125,-2.6518603449593074,-2.8991431657482964
VisualCogB_Task-1,-46.875,-2.313212433611772,-2.5518400264673455
VisualCogB_Task-1,-42.96875,-1.9597308325325953,-2.1850160278458928
VisualCogB_Task-1,-39.0625,-1.7634886397914773,-1.974131922821773
VisualCogB_Task-1,-35.15625,-1.844286100649064,-2.045671761216
VisualCogB_Task-1,-31.25,-2.2144857238002014,-2.4193339078673874
VisualCogB_Task-1,-27.34375,-2.781801005573925,-2.9760492317945264
VisualCogB_Task-1,-23.4375,-3.4013335325399376,-3.600646039097591
VisualCogB_Task-1,-19.53125,-3.9359723281259766,-4.157197638216359
VisualCogB_Task-1,-15.625,-4.29161916063603,-4.544833807602674
VisualCogB_Task-1,-11.71875,-4.426784327852182,-4.71676749589118
VisualCogB_Task-1,-7.8125,-4.356972390905496,-4.676471556013562
VisualCogB_Task-1,-3.90625,-4.162571928169671,-4.518468203803044
VisualCogB_Task-1,0.0,-3.9829268426735815,-4.375256285562143
VisualCogB_Task-1,3.90625,-3.9748651166570452,-4.414001706734879
VisualCogB_Task-1,7.8125,-4.243851275640319,-4.728270488468355
VisualCogB_Task-1,11.71875,-4.790725610953036,-5.310570045119029
VisualCogB_Task-1,15.625,-5.514077013392297,-6.044937170163051
VisualCogB_Task-1,19.53125,-6.26459691396893,-6.785600152042845
VisualCogB_Task-1,23.4375,-6.909086603054888,-7.42871826110118
VisualCogB_Task-1,27.34375,-7.366642421787182,-7.858110810245096
VisualCogB_Task-1,31.25,-7.612852175592003,-8.077315604254045
VisualCogB_Task-1,35.15625,-7.668648475455658,-8.104596152260525
VisualCogB_Task-1,39.0625,-7.5862939141729235,-7.979102490330156
VisualCogB_Task-1,42.96875,-7.435184032217439,-7.763389811838781
VisualCogB_Task-1,46.875,-7.289581556581224,-7.568479369996879
VisualCogB_Task-1,50.78125,-7.223535929624598,-7.469321355430967
VisualCogB_Task-1,54.6875,-7.312717626226242,-7.5378740101431845
VisualCogB_Task-1,58.59375,-7.62831895166764,-7.864886063633035
VisualCogB_Task-1,62.5,-8.205337964144855,-8.463566024042539
VisualCogB_Task-1,66.40625,-8.994867242703977,-9.278534012626304
VisualCogB_Task-1,70.3125,-9.844386611757358,-10.15672377001017
VisualCogB_Task-1,74.21875,-10.543701403738986,-10.89182293177208
VisualCogB_Task-1,78.125,-10.92094359912841,-11.300285132187774
VisualCogB_Task-1,82.03125,-10.925784842588444,-11.335354914752283
VisualCogB_Task-1,85.9375,-10.645747416984038,-11.062493810745185
VisualCogB_Task-1,89.84375,-10.255593218741422,-10.678389467762047
VisualCogB_Task-1,93.75,-9.94384794256412,-10.371167006247159
VisualCogB_Task-1,97.65625,-9.85766062999338,-10.288881072683461
VisualCogB_Task-1,101.5625,-10.074330884478583,-10.525698673455695
VisualCogB_Task-1,105.46875,-10.588113733240219,-11.051570910037194
VisualCogB_Task-1,109.375,-11.310166159418136,-11.78016508520671
VisualCogB_Task-1,113.28125,-12.093860318655501,-12.584635869178367
VisualCogB_Task-1,117.1875,-12.791237229286036,-13.28513868619175
VisualCogB_Task-1,121.09375,-13.32084551661034,-13.824052376677084
VisualCogB_Task-1,125.0,-13.70661776663892,-14.218735636399684
VisualCogB_Task-1,128.90625,-14.057186990649344,-14.565432061580102
VisualCogB_Task-1,132.8125,-14.495392368870304,-14.985647861296574
VisualCogB_Task-1,136.71875,-15.083971721479832,-15.54588759647339
VisualCogB_Task-1,140.625,-15.791385919804899,-16.216924376387777
VisualCogB_Task-1,144.53125,-16.509098280130274,-16.90109738481342
VisualCogB_Task-1,148.4375,-17.103331211144607,-17.46211922256725
VisualCogB_Task-1,152.34375,-17.475693632291133,-17.801203484113252
VisualCogB_Task-1,156.25,-17.607422445061086,-17.91412331735842
VisualCogB_Task-1,160.15625,-17.566797526712048,-17.843430949880446
VisualCogB_Task-1,164.0625,-17.476739711081958,-17.7333131654525
VisualCogB_Task-1,167.96875,-17.464006396579837,-17.713604769134708
VisualCogB_Task-1,171.875,-17.62030434661425,-17.864573086980855
VisualCogB_Task-1,175.78125,-17.989023496023304,-18.25548759451587
VisualCogB_Task-1,179.6875,-18.56608791100436,-18.85703620148219
VisualCogB_Task-1,183.59375,-19.296734565344416,-19.61353460197427
VisualCogB_Task-1,187.5,-20.07027449844232,-20.392468897915606
VisualCogB_Task-1,191.40625,-20.737035181315573,-21.072771725827288
VisualCogB_Task-1,195.3125,-21.162316545858733,-21.50926549207646
VisualCogB_Task-1,199.21875,-21.294399987993973,-21.646869304834194
VisualCogB_Task-1,203.125,-21.19917264306487,-21.54760744774376
VisualCogB_Task-1,207.03125,-21.032747891571045,-21.36618300555631
VisualCogB_Task-1,210.9375,-20.967308656820812,-21.297518838791998
VisualCogB_Task-1,214.84375,-21.11349757401571,-21.43088173734458
VisualCogB_Task-1,218.75,-21.479214128481818,-21.791589868200187
VisualCogB_Task-1,222.65625,-21.980986936374816,-22.272822429521128
VisualCogB_Task-1,226.5625,-22.494007806203022,-22.769201939461055
VisualCogB_Task-1,230.46875,-22.907300584636374,-23.171961965378507
VisualCogB_Task-1,234.375,-23.157635897714233,-23.40404664854691
VisualCogB_Task-1,238.28125,-23.238764180929337,-23.441213824636062
VisualCogB_Task-1,242.1875,-23.194035457266498,-23.352249166937344
VisualCogB_Task-1,246.09375,-23.097828904263032,-23.212906596483684
VisualCogB_Task-1,250.0,-23.03074099646132,-23.111642400089934
VisualCogB_Task-1,253.90625,-23.057205332924944,-23.08558284935195
VisualCogB_Task-1,257.8125,-23.212868865681433,-23.184161040660037
VisualCogB_Task-1,261.71875,-23.50173512752039,-23.424507280295323
VisualCogB_Task-1,265.625,-23.897348993026554,-23.783131831727818
VisualCogB_Task-1,269.53125,-24.34481776624513,-24.201244211375982
VisualCogB_Task-1,273.4375,-24.768750788942928,-24.6056197965369
VisualCogB_Task-1,277.34375,-25.094012316121642,-24.93391944248956
VisualCogB_Task-1,281.25,-25.275026281342168,-25.128767434519713
VisualCogB_Task-1,285.15625,-25.316052766970476,-25.185189492587337
VisualCogB_Task-1,289.0625,-25.265381022443766,-25.15186691040828
VisualCogB_Task-1,292.96875,-25.183877369019353,-25.066144103842525
VisualCogB_Task-1,296.875,-25.11003583329242,-24.96521334035774
VisualCogB_Task-1,300.78125,-25.049987708107356,-24.862356409463263
VisualCogB_Task-1,304.6875,-24.999731780236107,-24.770598763721864
VisualCogB_Task-1,308.59375,-24.9718055727821,-24.69542919789804
VisualCogB_Task-1,312.5,-24.98887964707166,-24.658432052635234
VisualCogB_Task-1,316.40625,-25.04370582479445,-24.667896927721106
VisualCogB_Task-1,320.3125,-25.071838378167456,-24.679720031793085
VisualCogB_Task-1,324.21875,-24.98141837547336,-24.596913472807003
VisualCogB_Task-1,328.125,-24.727491203407784,-24.345970137306697
VisualCogB_Task-1,332.03125,-24.36672278271778,-23.999675884616494
VisualCogB_Task-1,335.9375,-24.039044031717445,-23.690733533535038
VisualCogB_Task-1,339.84375,-23.88603632423211,-23.560856781998638
VisualCogB_Task-1,343.75,-23.968502178834747,-23.664492099498585
VisualCogB_Task-1,347.65625,-24.241125382165187,-23.9653597226254
VisualCogB_Task-1,351.5625,-24.593235227522435,-24.342746655993473
VisualCogB_Task-1,355.46875,-24.918523078918298,-24.66408637974545
VisualCogB_Task-1,359.375,-25.166093907954632,-24.908711446524222
VisualCogB_Task-1,363.28125,-25.347941860610547,-25.111942098620116
VisualCogB_Task-1,367.1875,-25.509009027545424,-25.281140175183754
VisualCogB_Task-1,371.09375,-25.685392277615374,-25.44979762183841
VisualCogB_Task-1,375.0,-25.879759704382003,-25.649647693376124
VisualCogB_Task-1,378.90625,-26.07137068752928,-25.853343137991235
VisualCogB_Task-1,382.8125,-26.252112673948204,-26.053364410110248
VisualCogB_Task-1,386.71875,-26.45411090549586,-26.253581243382854
VisualCogB_Task-1,390.625,-26.73670266619921,-26.533530239879788
VisualCogB_Task-1,394.53125,-27.137782499480185,-26.931245344153822
VisualCogB_Task-1,398.4375,-27.631117282113372,-27.424484283676616
VisualCogB_Task-1,402.34375,-28.128318454587628,-27.89725182622762
VisualCogB_Task-1,406.25,-28.52741967616898,-28.26870304366988
VisualCogB_Task-1,410.15625,-28.77509352627537,-28.477008695918222
VisualCogB_Task-1,414.0625,-28.89941118061928,-28.566254836007303
VisualCogB_Task-1,417.96875,-28.987441075563158,-28.613205721209916
VisualCogB_Task-1,421.875,-29.119281278195995,-28.68548642862207
VisualCogB_Task-1,425.78125,-29.305190430790166,-28.843584577104124
VisualCogB_Task-1,429.6875,-29.475088477567105,-29.01402650337916
VisualCogB_Task-1,433.59375,-29.531673888296737,-29.07974719438903
VisualCogB_Task-1,437.5,-29.429149832979228,-28.952863661785
VisualCogB_Task-1,441.40625,-29.22102850200482,-28.707012467781325
VisualCogB_Task-1,445.3125,-29.046057165282857,-28.509783539443774
VisualCogB_Task-1,449.21875,-29.064253906870036,-28.511600517285228
VisualCogB_Task-1,453.125,-29.381766397502,-28.82455712400302
VisualCogB_Task-1,457.03125,-30.00447721974059,-29.466935388590418
VisualCogB_Task-1,460.9375,-30.84149630026043,-30.318268367494586
VisualCogB_Task-1,464.84375,-31.74908814029297,-31.21493857578728
VisualCogB_Task-1,468.75,-32.58298688778032,-32.026740187875646
VisualCogB_Task-1,472.65625,-33.23177637880242,-32.65937629149397
VisualCogB_Task-1,476.5625,-33.62721938553193,-33.058322591222456
VisualCogB_Task-1,480.46875,-33.74404240637105,-33.18582944960063
VisualCogB_Task-1,484.375,-33.601823720676144,-33.02603088594543
VisualCogB_Task-1,488.28125,-33.27028257960143,-32.66554893812428
VisualCogB_Task-1,492.1875,-32.86564216754634,-32.23617666377479
VisualCogB_Task-1,496.09375,-32.524122020497764,-31.89174076015736
VisualCogB_Task-1,500.0,-32.35528926196988,-31.71438916349246
VisualCogB_Task-1,503.90625,-32.39718815812164,-31.772750812589372
VisualCogB_Task-1,507.8125,-32.598381078524625,-31.981341039577707
VisualCogB_Task-1,511.71875,-32.84010483092275,-32.20498444642197
VisualCogB_Task-1,515.625,-32.99347818282092,-32.34742031109636
VisualCogB_Task-1,519.53125,-32.985729255674,-32.37634625695086
VisualCogB_Task-1,523.4375,-32.83585267217688,-32.25338118919438
VisualCogB_Task-1,527.34375,-32.63363802305781,-32.04228928503035
VisualCogB_Task-1,531.25,-32.477849130558596,-31.843932338117117
VisualCogB_Task-1,535.15625,-32.42360374203588,-31.72586596283464
VisualCogB_Task-1,539.0625,-32.477063335164296,-31.735736238861005
VisualCogB_Task-1,542.96875,-32.628007506413404,-31.91762234415539
VisualCogB_Task-1,546.875,-32.87915282697696,-32.1623072374964
VisualCogB_Task-1,550.78125,-33.24373407393842,-32.50863627104949
VisualCogB_Task-1,554.6875,-33.71751123825895,-32.96694608120449
VisualCogB_Task-1,558.59375,-34.252674667089394,-33.46313664378066
VisualCogB_Task-1,562.5,-34.75792668227598,-33.93217206300072
VisualCogB_Task-1,566.40625,-35.12914246997153,-34.21055283468708
VisualCogB_Task-1,570.3125,-35.29177561844191,-34.28922960015226
VisualCogB_Task-1,574.21875,-35.22758535148255,-34.16649713511869
VisualCogB_Task-1,578.125,-34.97411528726198,-33.868365353644194
VisualCogB_Task-1,582.03125,-34.608335623259315,-33.43929719021682
VisualCogB_Task-1,585.9375,-34.2285553512029,-33.038067977314256
VisualCogB_Task-1,589.84375,-33.93344318109895,-32.77210188780263
VisualCogB_Task-1,593.75,-33.792792761458536,-32.72123105984617
VisualCogB_Task-1,597.65625,-33.81917075132022,-32.840091750139614
VisualCogB_Task-1,601.5625,-33.957692538000906,-33.08980868281034
VisualCogB_Task-1,605.46875,-34.100383394243735,-33.347618852522416
VisualCogB_Task-1,609.375,-34.11893226681685,-33.41363747470909
VisualCogB_Task-1,613.28125,-33.906418416923486,-33.226470638989866
VisualCogB_Task-1,617.1875,-33.4168377510468,-32.73944089971205
VisualCogB_Task-1,621.09375,-32.68725916067698,-32.03328603959921
VisualCogB_Task-1,625.0,-31.82969330039458,-31.18222626593374
VisualCogB_Task-1,628.90625,-30.99258972748197,-30.326872270945394
VisualCogB_Task-1,632.8125,-30.306596242850098,-29.60922815900451
VisualCogB_Task-1,636.71875,-29.83540980586983,-29.101512264760036
VisualCogB_Task-1,640.625,-29.550045723769465,-28.815966518059476
VisualCogB_Task-1,644.53125,-29.337966811548505,-28.61477091656664
VisualCogB_Task-1,648.4375,-29.04722774410235,-28.34842455776773
VisualCogB_Task-1,652.34375,-28.55086271371288,-27.854217318943313
VisualCogB_Task-1,656.25,-27.805735309097635,-27.125549389317698
VisualCogB_Task-1,660.15625,-26.88048634580332,-26.258422036034503
VisualCogB_Task-1,664.0625,-25.939020375399572,-25.389307503814834
VisualCogB_Task-1,667.96875,-25.185207125821123,-24.742600147567302
VisualCogB_Task-1,671.875,-24.79428828084545,-24.4555659182745
VisualCogB_Task-1,675.78125,-24.86254122097548,-24.60777500891262
VisualCogB_Task-1,679.6875,-25.39026160368931,-25.21054548874919
VisualCogB_Task-1,683.59375,-26.289465145502383,-26.18088701352793
VisualCogB_Task-1,687.5,-27.40119081961165,-27.373881213308827
VisualCogB_Task-1,691.40625,-28.51932842945613,-28.577878782385092
VisualCogB_Task-1,695.3125,-29.427879695656237,-29.552993134429748
VisualCogB_Task-1,699.21875,-29.952254101335775,-30.125897131846514
VisualCogB_Task-1,703.125,-30.00938629013114,-30.233043533295884
VisualCogB_Task-1,707.03125,-29.632152285459796,-29.894500373989707
VisualCogB_Task-1,710.9375,-28.94971358219908,-29.272853152958945
VisualCogB_Task-1,714.84375,-28.127160881699886,-28.50026007330316
VisualCogB_Task-1,718.75,-27.296172479330288,-27.696224664391266
VisualCogB_Task-1,722.65625,-26.519512945982413,-26.92956710520874
VisualCogB_Task-1,726.5625,-25.806920653361352,-26.216957288273235
VisualCogB_Task-1,730.46875,-25.158006781737996,-25.56091465229229
VisualCogB_Task-1,734.375,-24.592340872110704,-24.97309676048055
VisualCogB_Task-1,738.28125,-24.149650535768394,-24.502630529885842
VisualCogB_Task-1,742.1875,-23.872509982443177,-24.196631191395333
VisualCogB_Task-1,746.09375,-23.789372050272185,-24.08766116895645
VisualCogB_Task-1,750.0,-23.902542811808956,-24.217507700045005
VisualCogB_Task-1,753.90625,-24.17963626880924,-24.572389529297674
