原路径,最终路径,字节数,SHA256
eeg_v7_results/受试者A_项目一/分方向样条拟合参数.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/分方向样条拟合参数.csv,1109,4a651417c6961e87b6ddd323620c8083052c69870a4aa9d927a8c73d24d30660
eeg_v7_results/受试者A_项目一/Fz热力图_细节视图.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/Fz热力图_细节视图.png,288722,4d7de977bb852e2f12fc9feec3a3787f476e03f1c69f7705edff207b9a15428d
eeg_v7_results/受试者A_项目一/固定示例试次编号.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/固定示例试次编号.csv,65,4a2db1ada791b50b55bcefdcb7fc5f6b3a947957abaa0f14f8ba4336a67f43da
eeg_v7_results/受试者A_项目一/中位伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/中位伪影试次_三栏分解图.png,1591469,276048e49530d7fd2e0ae9e2e5eab18a94ab35aaa5d526bbb99828f7d4f0585a
eeg_v7_results/受试者A_项目一/坏试次阈值敏感性.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/坏试次阈值敏感性.csv,65,95eaa099649a4dc6db6c6c8da6ec0a3978f346b1399cf3d52dd33f3360eb5702
eeg_v7_results/受试者A_项目一/左右刺激三通道ERP.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/左右刺激三通道ERP.png,457582,6c4fabd3d08603934de7bc243bd2c9164835e98bb42533fe514b0259a751e938
eeg_v7_results/受试者A_项目一/可复核波形.npz,最终版/完整工程/eeg_v7_results/受试者A_项目一/可复核波形.npz,2355478,6fd29b15860a18c06f0e5b33fa6b6fae1a8ee6a46b9c6025c643355d579b7d93
eeg_v7_results/受试者A_项目一/较高伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/较高伪影试次_全幅对照.png,511097,f4cc0b119d90e732f9d378a62227d9ec3ed8d97a41316ce1d3af791fa16a273a
eeg_v7_results/受试者A_项目一/较高伪影试次_三栏分解图.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/较高伪影试次_三栏分解图.png,1493218,56725121374ac85abe194ab2721b64ef4e1a2063f88a6725b662209e6303aee0
eeg_v7_results/受试者A_项目一/中位伪影试次_全幅对照.png,最终版/完整工程/eeg_v7_results/受试者A_项目一/中位伪影试次_全幅对照.png,557236,014977d360ce219d5a4091bf1a975f5f53da1917d5714c73d54c2567189299f6
eeg_v7_results/受试者A_项目一/逐方向逐通道评价指标.csv,最终版/完整工程/eeg_v7_results/受试者A_项目一/逐方向逐通道评价指标.csv,7503,9eeb6f64b6e17b8cea02bed3f983607ed83cfa2e59a410b5555fd7da9a7095e8
q2/mechanism_v3_incremental.py,最终版/完整工程/q2/mechanism_v3_incremental.py,2739,87174d1d3f54eea569038b3863d4cba4758707e943cbea5b468d9a56f1beed93
q2/q2_pipeline.py,最终版/完整工程/q2/q2_pipeline.py,26867,81353fafefb657ad2404ea51bfd47805db373a9cbc483968dba089482ae3cde7
q2/optimization_diagnostics.py,最终版/完整工程/q2/optimization_diagnostics.py,3189,5a20376fab39005e04539b4b2580127e866ce5e9bcdced135f4346c0a0ccdd17
q2/audit_sequence.py,最终版/完整工程/q2/audit_sequence.py,9062,12a84e3c3f0ba6f5dcbcd4b644a70fd219617243c2e5f0b8c475a82c2c295231
q2/mechanism_v3_transfer.py,最终版/完整工程/q2/mechanism_v3_transfer.py,12715,2d07c7d6b697898a3bdf7ea66e84126ed5791b76c04817889f76150966d433b3
q2/main.py,最终版/完整工程/q2/main.py,218,870bc50727e337c25e279837dca675e6dde5a67cbfe93eede2d6fe400eb75715
q2/requirements.txt,最终版/完整工程/q2/requirements.txt,101,df7685364359032571a4f0e3fb7129b105b734912e75680b494d58d0875abb15
q2/q1_cortical_model.py,最终版/完整工程/q2/q1_cortical_model.py,20244,2a26b66f7d79f63b14905717e126d522985e5c7ab939fc76a14733655e9721b0
q2/v3_support.py,最终版/完整工程/q2/v3_support.py,2827,634fd264dab1cd4abcc203df69e08aeb119ba05a810f660d650b85d8cbda73ce
q2/README.md,最终版/完整工程/q2/README.md,2509,6881120a6ae947f52e2e9c786923f9d8baaddb40252ac73878b1f620642339c3
q2/decoder_v3_erp.py,最终版/完整工程/q2/decoder_v3_erp.py,14770,ab6172b07ace6b42dc282be79c4ec40c381d260b7659e7032f5d388a752c4e0b
q2/decoder_v3_incremental_audit.py,最终版/完整工程/q2/decoder_v3_incremental_audit.py,3036,c3302e9210d7aee48db1c0e7f237dcc0915826ebf514a598920740701726ffd5
q2/__pycache__/main.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/main.cpython-314.pyc,299,3d35da1074c705375eb381ad108c6116044f6eb6c6fd36b4e4d6bf1a0a3ede10
q2/__pycache__/audit_sequence.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/audit_sequence.cpython-314.pyc,15772,d06521b640dc3a57ed3d6a2444c9b07c0425cde78431cb857655c3efa1f2f823
q2/__pycache__/decoder_v3_erp.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/decoder_v3_erp.cpython-314.pyc,27899,b71c6c5d0cfa941038de3b9d9d8e9976e60808b80d54f0a2027dbe48b8e82c78
q2/__pycache__/q1_cortical_model.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/q1_cortical_model.cpython-314.pyc,37152,1f42fb18b8e6d106b25574813876697057553bb41696ae608ef3e0df12b84335
q2/__pycache__/v3_support.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/v3_support.cpython-314.pyc,5492,8a4fb4d2b302b17b3bc5521adabf2e324cddd81f0f555e4a5f3d391f05c6d3c6
q2/__pycache__/mechanism_v3_transfer.cpython-314.pyc,整理归档/缓存与临时文件/q2/__pycache__/mechanism_v3_transfer.cpython-314.pyc,23619,830e679c7b712ecdd856854489b9f635ab30cdfe1c6d8eb71d3efbb76e6ba800
q2/q2model/reporting.py,最终版/完整工程/q2/q2model/reporting.py,36037,5d766d92554ad8a9f0e4721e6ef292a867261b39c8e81372d0641f25fd5bff19
q2/q2model/generative.py,最终版/完整工程/q2/q2model/generative.py,12892,9b84a603aff09b59ef66bbfe81d9787b0e1419b9385e931dda8596fc3ca22b60
q2/q2model/validation.py,最终版/完整工程/q2/q2model/validation.py,10447,6940c1af6da60cac579867b2d828bf70e02d264f93ee0f7e7ebea835d72f6b2f
q2/q2model/__init__.py,最终版/完整工程/q2/q2model/__init__.py,73,bc322b3456760b71f7944771607a75a001717942bbe004448dca46ee749dbb03
q2/q2model/stimulus_shape.py,最终版/完整工程/q2/q2model/stimulus_shape.py,4358,27a20467e478dfd7114ae9dc93c3ef07f8052b2fcdb06797fc2a63725b9b8d21
q2/q2model/mechanism.py,最终版/完整工程/q2/q2model/mechanism.py,5617,17dd6a87308d2d0bf81b4c3f1d24aba1a6f559a446e16f6178e43e1ec5c4b93c
q2/q2model/data.py,最终版/完整工程/q2/q2model/data.py,7415,4488dd05021738fd9be42086da6be586e11bcf86d6edd748cbe4f6f3e0bfe263
q2/tests/test_q2_decoder_v3_erp.py,最终版/完整工程/q2/tests/test_q2_decoder_v3_erp.py,2547,1c14a3bc8b3715b92e3946247882a5c686c7bce641c51fba7f934bad3ca8d0a9
q2/tests/test_q2_pipeline.py,最终版/完整工程/q2/tests/test_q2_pipeline.py,5869,39824764b086cbc691b5eda3223a04d63ea554b2a6d8035413821d89a010a6d4
q2/tests/test_q1_cortical_model.py,最终版/完整工程/q2/tests/test_q1_cortical_model.py,1716,732af38466f9a0f1820f4849c1be5029d9790ef3e1a76dbf5a1c4893ac776aa0
q2/tests/test_q2_results.py,最终版/完整工程/q2/tests/test_q2_results.py,2921,d84de310ed876242e3ec77cc0eb2a5c926ddf2ab97329f05a27220c2f576aff5
q2/tests/test_q2_mechanism_v3_transfer.py,最终版/完整工程/q2/tests/test_q2_mechanism_v3_transfer.py,1715,4fba55b8a4a313d8cf6e739339ba0fe928b79e1cd96dabe223cbf7a07bedfd2d
q2/tests/__pycache__/test_q2_mechanism_v3_transfer.cpython-314.pyc,整理归档/缓存与临时文件/q2/tests/__pycache__/test_q2_mechanism_v3_transfer.cpython-314.pyc,3820,4b2e38d6021c05b7386733f1ae95507c387dc16aa52d17ee6623694b229ab88f
q2/tests/__pycache__/test_q2_decoder_v3_erp.cpython-314.pyc,整理归档/缓存与临时文件/q2/tests/__pycache__/test_q2_decoder_v3_erp.cpython-314.pyc,5844,bbb5b83443f71648b42c1a48c732a9db82e1099fbf94d616fc56884967827fc9
q2/tests/__pycache__/test_q1_cortical_model.cpython-314.pyc,整理归档/缓存与临时文件/q2/tests/__pycache__/test_q1_cortical_model.cpython-314.pyc,4547,271aaf9722f72aff0e4a6bea8580040a7ffb3d20351e6122ffba488a8a61bc2d
q2/q2model/__pycache__/mechanism.cpython-314.pyc,整理归档/缓存与临时文件/q2/q2model/__pycache__/mechanism.cpython-314.pyc,13866,078e3471e36ff4dde11185a9aaeb464a8b277066d8f468619e3c3029ee6fb3b1
q2/q2model/__pycache__/__init__.cpython-314.pyc,整理归档/缓存与临时文件/q2/q2model/__pycache__/__init__.cpython-314.pyc,232,66acc4162fd86341fdf290b3aa4946d5c4210217bd58959725949efe22ae8517
q2/q2model/__pycache__/data.cpython-314.pyc,整理归档/缓存与临时文件/q2/q2model/__pycache__/data.cpython-314.pyc,17957,0e54a46268b6018ce60bd6b20c4191b72ca0bd2369526c2ad32ba8694b0c0682
q2/q2model/__pycache__/stimulus_shape.cpython-314.pyc,整理归档/缓存与临时文件/q2/q2model/__pycache__/stimulus_shape.cpython-314.pyc,9275,818796163c4c628cfdd730e191ec8cc7ccac8c6f7c906c2cc0565d79b0c1a450
q2_result/Q2_论文正文.aux,最终版/完整工程/q2_result/Q2_论文正文.aux,4654,f03b24e1e0a841d1e4c29ceb823d6f899449b9a290cddc4a9591cebe7a59741a
q2_result/Q2_图2_皮层内部响应_补图_B2.pdf,最终版/完整工程/q2_result/Q2_图2_皮层内部响应_补图_B2.pdf,44910,8576c5dee2a105d0ec1a1001a1672449502f88f510069eca034645e82b8fddc2
q2_result/Q2_图4_左右差异波.png,最终版/完整工程/q2_result/Q2_图4_左右差异波.png,671611,bf12b27dbed36ba879af399fef9e710f90a2f02607854269cdaa9a4de5251109
q2_result/Q2_附图_LGN_B2.png,最终版/完整工程/q2_result/Q2_附图_LGN_B2.png,86627,76c91eada379f91e50c1d1d6d9a8a550bd40287e0951268e246a54d7b6251e35
q2_result/Q2_测试验收.txt,最终版/完整工程/q2_result/Q2_测试验收.txt,2908,229181d607adbce76cff554dcedac885764c94bb2a3cf4df6bb8fac2eecc0ae3
q2_result/Q2_图3_ERP拟合与留出_补图_A2.png,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_A2.png,463973,23b29e120273aaa3a4bd217d784009f87f4e00c83d005c79d0e92aafa936e155
q2_result/Q2_表2_ERP拟合与预测.csv,最终版/完整工程/q2_result/Q2_表2_ERP拟合与预测.csv,92951,9448e9c48a43b0e1a3acd3e5c293c3e6c11502e58898db53d0ee193a69b5e338
q2_result/Q2_方向收缩选型.json,最终版/完整工程/q2_result/Q2_方向收缩选型.json,91627,d757b477a3d3fbe393e664c159f7fe3266451adaa196f6ade075479d3a1f6b51
q2_result/Q2_侧化统计.csv,最终版/完整工程/q2_result/Q2_侧化统计.csv,948,f7827602763de6caea4c48f8abe441a0a06ec8dc3e10db5a7d5a080c9a30ab5d
q2_result/Q2_优化运行日志.txt,最终版/完整工程/q2_result/Q2_优化运行日志.txt,2783,9908e49618396e89c3fc59b7b028658a830bc1da058b109edd6ac8b24bb8231b
q2_result/Q2_论文正文.tex,最终版/完整工程/q2_result/Q2_论文正文.tex,14707,782eac876c930132849b6b79546e8c23c150694d36d2e1cef623901ebe88ac67
q2_result/Q2_论文正文.blg,最终版/完整工程/q2_result/Q2_论文正文.blg,1363,622596a48a374ac451697610f3488ec2a9cb907940ab0da0d336d010a207c573
q2_result/Q2_机制汇总.csv,最终版/完整工程/q2_result/Q2_机制汇总.csv,4511,97e8aa7b8197a804961637188453ba7dd13d3f8b74043bf3f4f0dbaedb1a08ce
q2_result/第二问_Q1数据级联机制与判别模型.md,最终版/完整工程/q2_result/第二问_Q1数据级联机制与判别模型.md,7765,eba97db50739a0a8f8facea842d4dc7f053c6d0e521ff42c83b1fde2f315be2c
q2_result/Q2_附图_Q1衔接_A1.png,最终版/完整工程/q2_result/Q2_附图_Q1衔接_A1.png,452652,12cc8f0fb742121d95b9bebeaf5516da91f8d1cf58897d78baaafde88518ed13
q2_result/Q2_图7_特征与判别_补图_B1.png,最终版/完整工程/q2_result/Q2_图7_特征与判别_补图_B1.png,250232,7e2ac2ee402360886014028ec7f817cae22a414e69a04487d5b7d81540be1067
q2_result/Q2_图5_空间侧化.png,最终版/完整工程/q2_result/Q2_图5_空间侧化.png,710000,0dd7ac22396c1b8f8ff86e2bbb7b4d139ed4cb15e8539e45543652ae9263d743
q2_result/Q2_表2_正文汇总.csv,最终版/完整工程/q2_result/Q2_表2_正文汇总.csv,1701,42c3b5c577596005432fefe624f77c1c1de33ce7adbf37b9f340923aa92c93f4
q2_result/Q2_优化报告.md,最终版/完整工程/q2_result/Q2_优化报告.md,2407,49f9559f44be03c8d31d207da0fccb398453a1ee2e808d27d8a832ac960da2a7
q2_result/Q2_附图_LGN_A1.pdf,最终版/完整工程/q2_result/Q2_附图_LGN_A1.pdf,18695,5835fb4aeb4b2ade91b4b2f4d8aa1c220cc22b981074cb189b23e2d4b6f714d7
q2_result/Q2_训练参考PCA.csv,最终版/完整工程/q2_result/Q2_训练参考PCA.csv,14606,ed510482028e00d60ec13fa9ea32d4f448b4ee2e8a291bc00870eb828400346a
q2_result/Q2_参考文献.bib,最终版/完整工程/q2_result/Q2_参考文献.bib,893,f40bd25e8f806e16770a19bff47c6c2e14c7cde71834e0f198417b7916875e18
q2_result/Q2_附图_LGN_B2.pdf,最终版/完整工程/q2_result/Q2_附图_LGN_B2.pdf,18896,bf9337d1e1a5f19eb27b92173f6a22a81a8093ad0c4c15892444c50f4a4ce36d
q2_result/Q2_图3_ERP拟合与留出_补图_B2.pdf,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_B2.pdf,51923,c08042cf7eacedb49b4676249863ae2096dd293b6e33299ca9e28a89345957fb
q2_result/Q2_优化前机制诊断.csv,最终版/完整工程/q2_result/Q2_优化前机制诊断.csv,22484,0d6db97ab446d09cedcb3f6f63546e69b92af7d5916927e552d735bcbed00405
q2_result/Q2_图7_特征与判别_补图_B1.pdf,最终版/完整工程/q2_result/Q2_图7_特征与判别_补图_B1.pdf,58208,97ea29e6b7fb6ef271c7a874e65a55cba8252b0f65978e6e379ebeba76102e3d
q2_result/Q2_图注与使用说明.md,最终版/完整工程/q2_result/Q2_图注与使用说明.md,1285,1ef3bb1029bc7463e035c84ae55fade61df17e4008eaaa09517c1cde5714f9cb
q2_result/Q2_Q1衔接.csv,最终版/完整工程/q2_result/Q2_Q1衔接.csv,315,4f110e9e48acd741be41528409e5e37e2fb02b130decd07938d35a90271d1a2f
q2_result/Q2_固定参数消融.csv,最终版/完整工程/q2_result/Q2_固定参数消融.csv,5425,10d344509c4ed81b9027fb027d374102c720bae7fac9eab6b373ccca5ce658c7
q2_result/Q2_图7_特征与判别_补图_B2.pdf,最终版/完整工程/q2_result/Q2_图7_特征与判别_补图_B2.pdf,58120,fb4ccbb3e2f0149dba1ee36a56fe6f91d5675ca00ac3846c0c177a4c96c86c11
q2_result/Q2_论文正文.out,最终版/完整工程/q2_result/Q2_论文正文.out,899,802ef0cfbd2ca9a5ffd1d4abcf3da243b00df53e41afa3dc4acf3e8c1b30911e
q2_result/Q2_图2_皮层内部响应_补图_B1.pdf,最终版/完整工程/q2_result/Q2_图2_皮层内部响应_补图_B1.pdf,44538,47bb47b8d7a22468755eeefe157a16689570eebab228836a9845d219e694dabb
q2_result/Q2_图3_ERP拟合与留出_补图_B1.png,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_B1.png,526483,77727fb19a4054c5790ad62c157d2e503af3dfef3dd29c316868522e1254d501
q2_result/Q2_附图_Q1衔接_A1.pdf,最终版/完整工程/q2_result/Q2_附图_Q1衔接_A1.pdf,54613,6e3bda4c869e09ced37b94e93e839bf1ef8ade2316e82bb34fbc496f2f8d2894
q2_result/Q2_论文正文.synctex.gz,最终版/完整工程/q2_result/Q2_论文正文.synctex.gz,62762,ce7078b712b93ffc95629b839259902437f73328b57983e327750345e87e23fc
q2_result/Q2_图3_ERP拟合与留出_补图_B2.png,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_B2.png,460469,1e45dbe73124ceb7d4b6b8a15161bcae46032a521e3b029d443ba1e00d39f608
q2_result/Q2_论文正文.fls,最终版/完整工程/q2_result/Q2_论文正文.fls,34875,9870d967a28b257333d36fdc17aa2482fb913934d75d1b413ea0f09aa460692e
q2_result/Q2_机制波形.npz,最终版/完整工程/q2_result/Q2_机制波形.npz,18124904,76f09301f294b53fbfa72953d6803a32ee2a788983b09849e9a2454e9e298230
q2_result/Q2_优化测试.txt,最终版/完整工程/q2_result/Q2_优化测试.txt,2908,b98ef354ab0ee6eb217b35bf70219ab0f547993443107ff1a31e755064573ac7
q2_result/Q2_论文正文.log,最终版/完整工程/q2_result/Q2_论文正文.log,69496,294d53cb943ec3ae6112426974343b14744c80a85d5d0f8e80cfe299ebf3dc76
q2_result/Q2_附图_Q1衔接_B2.pdf,最终版/完整工程/q2_result/Q2_附图_Q1衔接_B2.pdf,50875,ee1c88bab5b6825920548f538e3ff1e909f4d5531530538ee24df4b1271b3678
q2_result/Q2_标定参数.csv,最终版/完整工程/q2_result/Q2_标定参数.csv,189,ab34f6051c0344f58493bf56db25d2ef13add0e26af5937b531c887a811cd60a
q2_result/Q2_方向收缩汇总.csv,最终版/完整工程/q2_result/Q2_方向收缩汇总.csv,412,c3752abeaf4e010c864b5ed6a3b5afb43932ca1c8bc70457e0913235f18e16dd
q2_result/Q2_附图_Q1衔接_B2.png,最终版/完整工程/q2_result/Q2_附图_Q1衔接_B2.png,425183,67641e92634086718be714ae8c7814fc6552d10a0a860d163bf64aa0b6efc68e
q2_result/Q2_图6_消融与敏感性.png,最终版/完整工程/q2_result/Q2_图6_消融与敏感性.png,288238,c58d0f2d6c7c4a556edd7a4e049f8ec59d3c4b3bc2a5cf2ad88049b55e0a0d2c
q2_result/Q2_论文正文.pdf,最终版/完整工程/q2_result/Q2_论文正文.pdf,715189,50804df1c97ec450df0017e5bdb40b15bdd248f21bebd2f215e891cc118776c2
q2_result/Q2_附图_Q1衔接_A2.pdf,最终版/完整工程/q2_result/Q2_附图_Q1衔接_A2.pdf,49907,c4595be511081cbd0c98d53954e5c1d8cd4b213bd40b75be9a3b1b9478ba5d4c
q2_result/Q2_附图_LGN_A2.pdf,最终版/完整工程/q2_result/Q2_附图_LGN_A2.pdf,18875,a6cafbba3ae094eeeb0de302d4704ed0d0fab0ace3c9e3caf256b4d9036746a4
q2_result/Q2_论文正文.md,最终版/完整工程/q2_result/Q2_论文正文.md,17781,47857734b8bcdf20d8d5048244a9c7d3fc493d09c793c4fa38556befd5322b23
q2_result/Q2_事件审计.csv,最终版/完整工程/q2_result/Q2_事件审计.csv,26037,da3c1f1f1eea4bce4301978f784a422fb96b09c719877b623c05e290848b3ce9
q2_result/Q2_附图_Q1衔接_B1.pdf,最终版/完整工程/q2_result/Q2_附图_Q1衔接_B1.pdf,53287,8fbb592309b5a85bce78caa8f6cb47c827f8967004118af7a82265e78950b135
q2_result/Q2_附图_Q1衔接_B1.png,最终版/完整工程/q2_result/Q2_附图_Q1衔接_B1.png,443951,7af1fe3a69a8f2446093cf512f1867de0d34fef860c20c2c318718ec798f584a
q2_result/fontlist-v3.11.0.json,整理归档/缓存与临时文件/q2_result/fontlist-v3.11.0.json,413467,a7502f16e9e3e45a421b4a75ebe12a26128d4dc81e33839b2f24b57f70ad644d
q2_result/Q2_附图_Q1衔接_A2.png,最终版/完整工程/q2_result/Q2_附图_Q1衔接_A2.png,408389,66642c9ff6480c43d75a7c54175f69c5fe24666b33fe72a29002113b0552bf81
q2_result/Q2_运行清单.json,最终版/完整工程/q2_result/Q2_运行清单.json,16857,03e05221ef7c8cae4cfb91aea94ba2e2acae083c150cbb76ec5e8b91ed001b56
q2_result/Q2_图1_机制与形状编码.pdf,最终版/完整工程/q2_result/Q2_图1_机制与形状编码.pdf,61514,9edbf1c2452a922be44d850fbba47e76c63feae7a8525d6cda91e7d786085237
q2_result/Q2_图2_皮层内部响应.pdf,最终版/完整工程/q2_result/Q2_图2_皮层内部响应.pdf,43980,dd5ab8bd4847e9c719653213fc1e0f9c17c8d5c1e440cf4b72240dc55543e5a9
q2_result/Q2_结论证据对照.csv,最终版/完整工程/q2_result/Q2_结论证据对照.csv,741,ce1f873498aafc20b7abb10d9c78886ceae14852b3e126e021e23d234c92ed4a
q2_result/Q2_机制内层选择.json,最终版/完整工程/q2_result/Q2_机制内层选择.json,289947,5703ab2f378cf4448f7cf486966a50e658d9ce6060cb360de203eb90431d01cc
q2_result/Q2_有效观测矩阵.csv,最终版/完整工程/q2_result/Q2_有效观测矩阵.csv,41050,ee43f30c782549b41f594f1dd9a5790fa33d51c5426742a9beda262370b17245
q2_result/Q2_形状响应.csv,最终版/完整工程/q2_result/Q2_形状响应.csv,224,6b3ff2188581e351f13143f4da350e1b7ea21430cc9bda7dfb70a675779b0413
q2_result/Q2_逐试次留出预测.csv,最终版/完整工程/q2_result/Q2_逐试次留出预测.csv,120699,2bf44287e055a49e5cf28748a625abc541602fab50efb9805ab23b03800959e9
q2_result/Q2_方向收缩对照.csv,最终版/完整工程/q2_result/Q2_方向收缩对照.csv,2781,1af9fc508664da289c9b27a9f35c95e104bd9f87b126eb7dc942f845c70d5355
q2_result/Q2_机制逐折指标.csv,最终版/完整工程/q2_result/Q2_机制逐折指标.csv,22745,734c50eb6bee2ae528a1ed15087a4f4b1b0e87e954b750596b1fd588e0658075
q2_result/Q2_附图_LGN_A2.png,最终版/完整工程/q2_result/Q2_附图_LGN_A2.png,86720,d7c1e4046265ab271c87a1c43653b72fea6671eb8215e35bc7cd359d71921fee
q2_result/Q2_图7_特征与判别_补图_B2.png,最终版/完整工程/q2_result/Q2_图7_特征与判别_补图_B2.png,247734,0e560d492ace6689fecb965a42a3fc061236f1e778a369750e04285b426695b3
q2_result/Q2_附图_LGN_B1.png,最终版/完整工程/q2_result/Q2_附图_LGN_B1.png,80141,676befd84410ce1072a6dffe0fdead007ace64193fcd8dc431529e5106c7fefd
q2_result/Q2_图5_空间侧化.pdf,最终版/完整工程/q2_result/Q2_图5_空间侧化.pdf,61517,8cf155f91556cfc9334905d90726238b9e4e2485b464aa12ca6acaa385a02722
q2_result/Q2_迁移逐试次预测.csv,最终版/完整工程/q2_result/Q2_迁移逐试次预测.csv,80259,d94fb2f6612789a0d43385e7b70b16db59652223f86b4840c4d69a6be44d403a
q2_result/Q2_优化前分块判别.csv,最终版/完整工程/q2_result/Q2_优化前分块判别.csv,17903,34fa39d0ffa51e301f6754704d8340cc6552e359f85c58dfb7ae27ac29bffecb
q2_result/Q2_时间块审计.csv,最终版/完整工程/q2_result/Q2_时间块审计.csv,526,a545a394477f5078fc7e8ad9662f228fd043143f87fcbc3717a51eae8dc93404
q2_result/Q2_表3_特征定义.csv,最终版/完整工程/q2_result/Q2_表3_特征定义.csv,1342,f8428fddcbb7eca18f82af770ade9713109874455ec6001086d1ae1802880966
q2_result/Q2_图2_皮层内部响应_补图_A2.pdf,最终版/完整工程/q2_result/Q2_图2_皮层内部响应_补图_A2.pdf,44886,97947b52d2d03acbcddebdf168f3e5fc6e4042941f620d0b55f753985f8f9df7
q2_result/Q2_逐试次折外特征.csv,最终版/完整工程/q2_result/Q2_逐试次折外特征.csv,661535,f5308e15ab5554f82281973c5b50e6e47e2d13bec90d89469c208aec578752a0
q2_result/Q2_图2_皮层内部响应.png,最终版/完整工程/q2_result/Q2_图2_皮层内部响应.png,437035,4f9dcb3d00891f7f2bc77af02af104176030b47242286cfd09b499fa025fd581
q2_result/Q2_图7_特征与判别.png,最终版/完整工程/q2_result/Q2_图7_特征与判别.png,249809,d06c6106954fe1c38abc9df0ae7224b00953c85955581e6bb7b320d2ba108ae9
q2_result/Q2_形状输入.npz,最终版/完整工程/q2_result/Q2_形状输入.npz,2952,ab424233d45fd2d60f35885922450e05f192df9552b8b57e8a023eb1fb37b8e1
q2_result/Q2_附图_判别汇总.pdf,最终版/完整工程/q2_result/Q2_附图_判别汇总.pdf,27995,9c05c10c8f897cb53676523d3500be8bd203eef53da115df725bbeaa53c8f4a9
q2_result/Q2_置换分布.csv,最终版/完整工程/q2_result/Q2_置换分布.csv,8235274,b737dc0ed3a0b9ac6d47741bd78f0e2cd843b1b56d166909cfbe756a5f57f887
q2_result/Q2_图3_ERP拟合与留出.png,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出.png,477634,0569f700fe49e273186b4e90a31093c9a1970102cc23f5f7a07309ba6f6d8d8e
q2_result/Q2_判别增量区间.csv,最终版/完整工程/q2_result/Q2_判别增量区间.csv,1809,428cc20bea9b67f974dc7f47686b7d8bf0266e5d5a43ea4f7598a2e4f978c7fb
q2_result/Q2_图2_皮层内部响应_补图_B2.png,最终版/完整工程/q2_result/Q2_图2_皮层内部响应_补图_B2.png,454630,fed2c9dc5b8d54e7b16ea5fc8c42f0cad2f94f84e77cc7039ee6fee10f1f011f
q2_result/Q2_图3_ERP拟合与留出.pdf,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出.pdf,54098,5bccf3798466da36311a6e89afdf6953a699e6abd7fdd61f1a799ac1c2647c97
q2_result/Q2_图7_特征与判别_补图_A2.pdf,最终版/完整工程/q2_result/Q2_图7_特征与判别_补图_A2.pdf,58270,a9f073a6fb11b45a984220454c1c2ba0c77fae92d9e125703a5a7c04fe897b3d
q2_result/Q2_附图_LGN_B1.pdf,最终版/完整工程/q2_result/Q2_附图_LGN_B1.pdf,18731,c601e5f98c19ec612563daf197d4ad90a2cefa5f9f8001eeca141d8288eb3590
q2_result/Q2_图3_ERP拟合与留出_补图_A2.pdf,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_A2.pdf,51647,94780e1fc6b89204d2af667c225991fc77873eef391b8f1f8161d2523234f0db
q2_result/Q2_表1_模型参数.csv,最终版/完整工程/q2_result/Q2_表1_模型参数.csv,1497,01593bff54e3f27b31b4bc86be9a886bad40783792ad8de1b2d73e2c0a94be79
q2_result/Q2_表4_特征判别.csv,最终版/完整工程/q2_result/Q2_表4_特征判别.csv,12026,ca5022592ae6afe066c8a37db5b0e3f0a01c30ed3eb12f093e1047f4f6872868
q2_result/Q2_论文正文.bbl,最终版/完整工程/q2_result/Q2_论文正文.bbl,49,dd9ef71ff0c88ff4e5777d5bb5df35c3b89e18a17f3ba9733e719683d382c04d
q2_result/Q2_图4_左右差异波.pdf,最终版/完整工程/q2_result/Q2_图4_左右差异波.pdf,105123,6744693c418039725bc647845847002c7b6e7a330da4b3b43e8c8202bb9a93e6
q2_result/Q2_图6_消融与敏感性.pdf,最终版/完整工程/q2_result/Q2_图6_消融与敏感性.pdf,55528,534ebea884c6cb57a37681bca5dd52b71aa385b30dfb77eb47b52e88c5549026
q2_result/Q2_图3_ERP拟合与留出_补图_B1.pdf,最终版/完整工程/q2_result/Q2_图3_ERP拟合与留出_补图_B1.pdf,54516,6153ad81b47f04fce84b118d56b14cd2258ff526eb41488842a65432f381d8e1
