dataset,fold,seed,level,version,F3_F4_RMSE,positive_AUC_error,latency_error_sum,latency_count,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
A1,5,2039,1.0,old,16.339343348414232,2666.8103806824784,128.90625,3,40.71790755663073,0.30384436750888294,41.50829403672585,10.62850231113975,42.96875,3,0.5380273550068003
A1,5,2039,1.0,input,16.32944764880278,2087.047855072845,101.5625,3,34.228333977780615,0.2554179994121027,32.604051018041936,8.308194289915482,33.854166666666664,3,0.4390638967034219
A1,5,2039,2.0,old,28.17946804754996,4273.779048779857,128.90625,3,66.4708687384479,0.4960176070322338,66.79854590314721,17.02692308269793,42.96875,3,0.8723069735376869
A1,5,2039,2.0,input,30.410585505903754,3973.7371738513325,125.0,3,66.8841591977436,0.4991016549545762,62.62315832101555,15.820691212744656,41.666666666666664,3,0.8508111542922074
A1,5,2053,0.0,old,2.655109276754629,739.3630431964606,15.625,4,19.487098068348107,0.14541623925359567,13.721187384322416,2.95546918565716,3.90625,4,0.2186654702557043
A1,5,2053,0.0,input,7.95632161011491e-15,9.473903143468002e-15,0.0,4,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
A1,5,2053,0.5,old,15.583057036526593,1009.3312879952705,140.625,4,24.083259973503157,0.17971362806459912,17.57485136405543,4.02922189419199,35.15625,4,0.2753537630829461
A1,5,2053,0.5,input,14.102284928870835,932.8139556180955,144.53125,4,16.2652369122755,0.12137413041470711,12.765005036151212,3.723266092061516,36.1328125,4,0.1967851978244863
A1,5,2053,1.0,old,27.953063975976224,1984.5118338318437,218.75,4,33.92549534280054,0.2531581629169488,26.09599397445674,7.9279882341218935,54.6875,4,0.4096847465483064
A1,5,2053,1.0,input,29.212335180866823,2073.712030016223,218.75,4,32.52490988034479,0.24270674167458434,26.126829449010025,8.282620444620983,54.6875,4,0.40199470473518284
A1,5,2053,2.0,old,53.073288128127274,4002.6481296966745,222.65625,4,58.69927321224319,0.4380245600194337,46.893026100802224,15.990286877996246,55.6640625,4,0.7323090714264285
A1,5,2053,2.0,input,58.89667778186332,4356.831154102062,218.75,4,64.97329316211297,0.48484242807306505,52.68361055000571,17.405118681965938,54.6875,4,0.8112898620841921
A1,5,2027,0.0,new,2.8667006977516025,711.1076264639255,3.90625,4,19.265426011202255,0.14376208239634072,13.191072657249306,2.8439829413727407,0.9765625,4,0.21420147710716264
A1,5,2027,0.5,new,17.209352268715392,1182.2007646057425,39.0625,4,24.83072193626814,0.18529132399598766,20.96241463606525,4.737425654885589,9.765625,4,0.29885550711553877
A1,5,2027,1.0,new,31.13998621515589,1721.5761900161062,121.09375,4,35.98239046828078,0.26850708519554156,31.064757990079364,6.872868056445644,30.2734375,4,0.4356990782951531
A1,5,2027,2.0,new,58.29663784108147,3219.175615761708,195.3125,4,63.3875136403302,0.4730090553700475,52.00952330954086,12.8492449309109,48.828125,4,0.7629446577777365
A1,5,2039,0.0,new,2.8667006977516025,711.1076264639255,3.90625,4,19.265426011202255,0.14376208239634072,13.191072657249306,2.8439829413727407,0.9765625,4,0.21420147710716264
A1,5,2039,0.5,new,9.940051033529429,1694.3243353122434,105.46875,3,28.142764611279446,0.2100063835886646,26.9732412939832,6.754326410202791,35.15625,3,0.36104797991382986
A1,5,2039,1.0,new,16.611369797349568,2634.959704817896,132.8125,3,40.618079830928345,0.30309943502104075,41.15030194284117,10.500270602133645,44.270833333333336,3,0.5349898336117924
A1,5,2039,2.0,new,28.51417178967687,4253.248157957306,128.90625,3,66.42647206811326,0.49568631107360506,66.55667454746394,16.94415069774511,42.96875,3,0.8704555712865095
A1,5,2053,0.0,new,2.8667006977516025,711.1076264639255,3.90625,4,19.265426011202255,0.14376208239634072,13.191072657249306,2.8439829413727407,0.9765625,4,0.21420147710716264
A1,5,2053,0.5,new,15.850098230495322,1011.0599559918866,144.53125,4,23.927725520374445,0.1785530019329393,17.45712760707225,4.035015240427544,36.1328125,4,0.27379712999548844
A1,5,2053,1.0,new,28.382523319174606,1998.9694106969066,144.53125,4,33.94083468905945,0.2532726278843727,26.179156399685997,7.983644332880917,36.1328125,4,0.41052481386480727
A1,5,2053,2.0,new,53.42976128912395,4030.500052328682,218.75,4,58.68275637365873,0.43790130839197805,47.081290938445065,16.099919984784197,54.6875,4,0.7337063548894066
A2,1,2027,0.0,old,0.1798139340267025,585.5877105422878,0.0,6,10.6129612710822,0.07747377002980413,4.6760028668943425,2.346645171799914,0.0,6,0.1116713162655313
A2,1,2027,0.0,input,1.2691464081204809e-14,7.579122514774402e-13,0.0,6,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
A2,1,2027,0.5,old,23.477970118716232,2591.4305297453943,402.34375,6,34.04820752874063,0.2485491968387931,22.543633961174518,10.343282502036592,67.05729166666667,6,0.4063376974951589
A2,1,2027,0.5,input,24.674893512108905,2837.9032855690725,406.25,6,33.63158275878201,0.24550786927789423,21.74067826552665,11.339398221795557,67.70833333333333,6,0.4076371789285257
A2,1,2027,1.0,old,47.0035811112274,4735.131841617739,507.8125,6,63.967722189064695,0.46695926533807597,42.34467248046179,18.88409148187982,84.63541666666667,6,0.7593679899429696
A2,1,2027,1.0,input,49.90651135367397,5139.985000166601,613.28125,6,67.00747377655105,0.4891492092586605,43.377451006453924,20.512362718966816,102.21354166666667,6,0.7972137843025991
A2,1,2027,2.0,old,93.93048071760342,8736.025089810484,714.84375,6,121.98570454107956,0.890485904842612,82.03288177987481,34.82199363908503,119.140625,6,1.4441004226050724
A2,1,2027,2.0,input,100.41975298703899,9616.050654364519,718.75,6,134.18814087808283,0.9795627159633896,86.86885620457959,38.366361544827576,119.79166666666667,6,1.576701950103922
A2,1,2039,0.0,old,0.1798139340267025,585.5877105422878,0.0,6,10.6129612710822,0.07747377002980413,4.6760028668943425,2.346645171799914,0.0,6,0.1116713162655313
A2,1,2039,0.0,input,1.2691464081204809e-14,7.579122514774402e-13,0.0,6,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
A2,1,2039,0.5,old,31.874290693033085,3162.0602700891177,253.90625,6,37.63393208622173,0.2747246998544735,31.366254766406954,12.640814135031995,42.317708333333336,6,0.4814872117935789
A2,1,2039,0.5,input,32.28802619929172,3455.4336747386483,476.5625,6,37.77965323789332,0.2757884526285314,35.66699895105089,13.851476033160877,79.42708333333333,6,0.5070862443813916
A2,1,2039,1.0,old,63.736076514885724,5213.026169632648,277.34375,5,72.5130590595918,0.5293395423054784,65.709302105966,20.84149057295759,55.46875,5,0.9213170895288949
A2,1,2039,1.0,input,65.56049015037465,5594.0153103913735,281.25,5,75.91357577522187,0.5541630428610745,72.03559643706471,22.444783145036492,56.25,5,0.9809352196569286
A2,1,2039,2.0,old,122.58209655401858,8345.218109614627,285.15625,5,138.42980828479,1.0105265494134892,129.26629316387078,33.37627562949446,57.03125,5,1.7259875073133217
A2,1,2039,2.0,input,130.70703158441512,9011.359165978172,281.25,5,151.92959912937386,1.1090739448697904,142.86132574041608,36.20569958462469,56.25,5,1.89481079801295
A2,1,2053,0.0,old,0.1798139340267025,585.5877105422878,0.0,6,10.6129612710822,0.07747377002980413,4.6760028668943425,2.346645171799914,0.0,6,0.1116713162655313
A2,1,2053,0.0,input,1.2691464081204809e-14,7.579122514774402e-13,0.0,6,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
A2,1,2053,0.5,old,31.80289855910199,3973.1147288201687,445.3125,5,36.844643895822436,0.2689629590746544,43.43311442750739,15.84078134860619,89.0625,5,0.5431285323195157
A2,1,2053,0.5,input,32.086253738221956,4181.29704458926,496.09375,5,36.99318538632343,0.270047300097015,47.67707329557072,16.66764665893464,99.21875,5,0.5657392045648731
A2,1,2053,1.0,old,63.184231924067866,5768.472159728743,664.0625,5,71.02231204728267,0.518457208124259,90.00883348314017,22.99659504160661,132.8125,5,1.0148591655156125
A2,1,2053,1.0,input,65.26877278237357,6129.737373795182,671.875,5,74.07574923850055,0.5407470558595409,96.34677106368399,24.439986110770917,134.375,5,1.070818872012965
A2,1,2053,2.0,old,121.81565705188397,8670.26735250354,535.15625,4,137.00293276581277,1.0001104720346328,175.88319878987278,34.52379916437341,133.7890625,4,1.894098104915611
A2,1,2053,2.0,input,131.22014697293318,9309.095545941585,558.59375,4,148.63573743848693,1.0850290174803838,193.15259107053052,37.07636827437692,139.6484375,4,2.060682793592118
A2,1,2027,0.0,new,0.1424471622225558,563.5051311822084,0.0,6,10.058496268898155,0.07342621977765841,4.536011917714286,2.2548999058038213,0.0,6,0.10644307151912011
A2,1,2027,0.5,new,23.77545510706842,2580.0687773645122,406.25,6,33.81742229288236,0.24686448304096967,22.607122517359187,10.310049827709138,67.70833333333333,6,0.40464211852364
A2,1,2027,1.0,new,47.30289740763725,4629.690284827073,605.46875,6,63.630625772768546,0.4644984884100418,42.12763302475304,18.477257318338214,100.91145833333333,6,0.7531451707492423
A2,1,2027,2.0,new,94.30902732580485,8418.974550296824,722.65625,6,121.6731859663205,0.8882045441957116,80.90272931142394,33.56519095235057,120.44270833333333,6,1.428519491278574
A2,1,2039,0.0,new,0.1424471622225558,563.5051311822084,0.0,6,10.058496268898155,0.07342621977765841,4.536011917714286,2.2548999058038213,0.0,6,0.10644307151912011
A2,1,2039,0.5,new,32.118730140930516,3189.101804927201,191.40625,6,37.901967954234486,0.27668134029324915,32.0134216303619,12.74653280974979,31.901041666666668,6,0.4865777233393795
A2,1,2039,1.0,new,63.514289636305016,5221.688586007006,281.25,5,72.20239643848433,0.5270717299720709,65.41430078807902,20.87697156384455,56.25,5,0.9182315425613778
A2,1,2039,2.0,new,123.12037307156129,8390.69720459622,285.15625,5,139.00857204051317,1.0147514786266636,130.06232256783932,33.5585422556982,57.03125,5,1.7344484438975134
A2,1,2053,0.0,new,0.1424471622225558,563.5051311822084,0.0,6,10.058496268898155,0.07342621977765841,4.536011917714286,2.2548999058038213,0.0,6,0.10644307151912011
A2,1,2053,0.5,new,31.979496814277326,3990.0425144747933,496.09375,5,36.782609217819136,0.2685101108775545,43.913438021012645,15.903251273682514,99.21875,5,0.5448848715322093
A2,1,2053,1.0,new,63.16271658086421,5781.548191048282,628.90625,5,70.94018466460969,0.5178576847871021,89.74321486188147,23.05071223402005,125.78125,5,1.013685195997593
A2,1,2053,2.0,new,122.27607026434453,8748.056049917386,484.375,4,136.87546629398227,0.9991799769661155,174.3442740053646,34.837765088028775,121.09375,4,1.88984252198931
A2,2,2027,0.0,old,0.4564196610524719,1633.5511994354954,0.0,6,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
A2,2,2027,0.0,input,1.6698626455885512e-14,1.2126596023639042e-12,0.0,6,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
A2,2,2027,0.5,old,51.995645092183125,6553.161704155017,433.59375,6,79.82958535015028,0.4560028705738334,64.31188333831956,26.176361075225827,72.265625,6,0.7892088791225382
A2,2,2027,0.5,input,55.21735253148227,6811.450707565561,445.3125,6,83.90970294664496,0.47930933431305506,63.211546252131775,27.2520440094117,74.21875,6,0.8155171882279195
A2,2,2027,1.0,old,103.30751801571543,12135.917693086041,519.53125,6,151.95846310546563,0.8680177290179276,118.728370716243,48.462326845229406,86.58854166666667,6,1.4839447549823679
A2,2,2027,1.0,input,109.35680441183837,13466.758326221432,523.4375,6,167.9229341836189,0.9592100433322238,126.28689230539139,53.8793854146929,87.23958333333333,6,1.6276683208410767
A2,2,2027,2.0,old,207.64139491788086,22772.894080452777,566.40625,6,299.77560563147125,1.7123793903772664,233.9390842254536,91.02193739898901,94.40104166666667,6,2.9004691355041023
A2,2,2027,2.0,input,218.75147716679515,26264.762131040556,562.5,6,335.9555108240353,1.9190463867362457,252.63428709896453,105.07532805792773,93.75,6,3.2408073707040095
A2,2,2039,0.0,old,0.4564196610524719,1633.5511994354954,0.0,6,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
A2,2,2039,0.0,input,1.6698626455885512e-14,1.2126596023639042e-12,0.0,6,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
A2,2,2039,0.5,old,22.326946600862456,1584.905728214521,171.875,6,85.91084465658288,0.4907402638381701,27.965321171178083,6.154580858472458,28.645833333333332,6,0.6057682934045685
A2,2,2039,0.5,input,22.288082173864854,1303.320681752969,160.15625,6,88.14927457234045,0.5035266319833464,26.166033380883178,5.233406644945043,26.692708333333332,6,0.6081537772070956
A2,2,2039,1.0,old,42.73867301479182,2366.168907629047,183.59375,6,164.03581583459908,0.9370060306514799,50.67074088155878,9.235555542875522,30.598958333333332,6,1.1344822096620037
A2,2,2039,1.0,input,44.41601670075381,2336.6851076419043,183.59375,6,175.2616821531572,1.0011304682705335,52.179230479563564,9.386988266433967,30.598958333333332,6,1.203780061978008
A2,2,2039,2.0,old,87.51100385292919,3870.3040303432003,199.21875,6,314.5275385951346,1.7966454397177143,100.7372161547142,15.665848165713976,33.203125,6,2.173847719693805
A2,2,2039,2.0,input,90.58735896944349,4496.052453471782,195.3125,6,349.78364578597507,1.9980355135075907,104.4362569152456,18.152256023968068,32.552083333333336,6,2.4000054997757125
A2,2,2053,0.0,old,0.4564196610524719,1633.5511994354954,0.0,6,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
A2,2,2053,0.0,input,1.6698626455885512e-14,1.2126596023639042e-12,0.0,6,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
A2,2,2053,0.5,old,17.72964758636539,2225.1052754231305,97.65625,6,72.89579049124967,0.4163956203825631,22.234989964212442,8.973037420242683,16.276041666666668,6,0.5311568383776716
A2,2,2053,0.5,input,18.40801824911298,4070.484853489339,97.65625,6,77.70793022503057,0.44388354384579526,31.49545571583464,16.27656565764132,16.276041666666668,6,0.6268128388827292
A2,2,2053,1.0,old,38.7771324851635,5837.052395443915,152.34375,6,141.8682796727557,0.8103805436342058,51.317496023280945,23.33432250156959,25.390625,6,1.0902389531982482
A2,2,2053,1.0,input,39.67755506674344,8250.398672404215,394.53125,6,155.56658246956803,0.8886280426026347,62.480765787757186,32.99084717698481,65.75520833333333,6,1.2555299269645694
A2,2,2053,2.0,old,77.76913643015546,12750.108599115847,648.4375,6,274.9808890246506,1.570746912916908,111.1967929005359,50.95889003796938,108.07291666666667,6,2.1794238627728566
A2,2,2053,2.0,input,79.01599687811976,16202.94946906926,648.4375,6,310.77381649250736,1.7752034135988695,121.69695575198264,64.7903028510129,108.07291666666667,6,2.4928777496938954
A2,2,2027,0.0,new,1.5516719520919593,2372.056566389543,3.90625,6,22.427883778623233,0.1281126456950744,8.748945439420982,9.490023324484206,0.6510416666666666,6,0.20730947438310462
A2,2,2027,0.5,new,48.45151519994002,5313.6876707414485,441.40625,6,75.1678167937358,0.42937389793979425,56.94558145535314,21.228992451768438,73.56770833333333,6,0.7132806187758749
A2,2,2027,1.0,new,95.23707980132114,10737.449795733139,523.4375,6,143.70949444590062,0.8208979378836481,110.63163600595385,42.87884243959373,87.23958333333333,6,1.3818058624385985
A2,2,2027,2.0,new,188.17378627921397,21337.258808138733,613.28125,6,285.70603520918894,1.6320111350223065,219.54937901704943,85.2388523503418,102.21354166666667,6,2.7459682537817383
A2,2,2039,0.0,new,1.5516719520919593,2372.056566389543,3.90625,6,22.427883778623233,0.1281126456950744,8.748945439420982,9.490023324484206,0.6510416666666666,6,0.20730947438310462
A2,2,2039,0.5,new,21.809735886767267,1885.573456379985,156.25,6,83.89203805150783,0.47920842882976106,25.290042373122034,7.43617541173314,26.041666666666668,6,0.5939163188083277
A2,2,2039,1.0,new,39.78220843408329,2823.681242266642,183.59375,6,155.60824019102435,0.8888660000025426,49.124031408669424,11.05966352226114,30.598958333333332,6,1.092344295809041
A2,2,2039,2.0,new,79.31597217044701,3453.1467560635006,203.125,6,301.9004766030799,1.724517086676233,92.89852996124925,13.516531016887958,33.854166666666664,6,2.067053941792932
A2,2,2053,0.0,new,1.5516719520919593,2372.056566389543,3.90625,6,22.427883778623233,0.1281126456950744,8.748945439420982,9.490023324484206,0.6510416666666666,6,0.20730947438310462
A2,2,2053,0.5,new,18.144995654108598,2156.751367621829,140.625,6,68.18109689851653,0.3894643291484627,24.869505568996384,8.541833662408676,23.4375,6,0.5092868685324994
A2,2,2053,1.0,new,37.3900698291183,5307.838574491317,152.34375,6,131.9065896801125,0.7534773389828567,52.34758910207944,21.195481709029632,25.390625,6,1.0240603046446706
A2,2,2053,2.0,new,70.42323634580481,12088.685536498086,648.4375,6,262.4040010593025,1.4989051641475912,101.91026263258215,48.299729410762886,108.07291666666667,6,2.0658691689262714
A2,3,2027,0.0,old,1.0700534358980835,2583.379145780644,7.8125,6,19.14782235703642,0.119089938457948,11.679231685297474,10.34481545832512,1.3020833333333333,6,0.21974905737345143
A2,3,2027,0.0,input,1.7078058471109538e-14,1.2126596023639042e-12,0.0,6,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
A2,3,2027,0.5,old,52.23924267415307,5380.220299293174,0.0,6,51.27797122494052,0.3189234955056137,52.501435343085106,21.438493723948657,0.0,6,0.6155266885110102
A2,3,2027,0.5,input,60.63383913457504,6429.355045354588,250.0,6,55.644778025777505,0.3460828634730276,66.79844381272105,25.692717944785162,41.666666666666664,6,0.7136053602360948
A2,3,2027,1.0,old,102.35978893180149,9040.960035024016,500.0,6,96.70972174014081,0.601486403809587,109.27745771456044,36.12746052569816,83.33333333333333,6,1.1660069903351424
A2,3,2027,1.0,input,120.06641200258602,10765.667572697503,750.0,6,111.07381667350973,0.6908239352386066,133.54288489193326,43.03962133160314,125.0,6,1.3737941750615659
A2,3,2027,2.0,old,203.82516326348775,15258.988303036143,750.0,6,190.12725004483625,1.1824970006940707,223.74358371944356,61.08466865354285,125.0,6,2.25820022450532
A2,3,2027,2.0,input,238.8866380935791,17959.69467169313,750.0,6,222.1974881169198,1.381957942367821,267.2001830707564,71.92132277239519,125.0,6,2.6601989937691006
A2,3,2039,0.0,old,1.0700534358980835,2583.379145780644,7.8125,6,19.14782235703642,0.119089938457948,11.679231685297474,10.34481545832512,1.3020833333333333,6,0.21974905737345143
A2,3,2039,0.0,input,1.7078058471109538e-14,1.2126596023639042e-12,0.0,6,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
A2,3,2039,0.5,old,65.071367309978,9587.355505179949,707.03125,6,62.98540083463064,0.3917378890027626,92.29898496326526,38.19304027633029,117.83854166666667,6,0.9163065239233901
A2,3,2039,0.5,input,76.237153914461,10888.93737547565,710.9375,6,69.95901743375316,0.43511031831264907,100.64967459391967,43.45936076479461,118.48958333333333,6,1.0184014188485835
A2,3,2039,1.0,old,130.0108301555739,17055.643163555138,984.375,6,120.07383842718707,0.746799597472164,176.2259755050032,68.11544711439173,164.0625,6,1.7184628157097634
A2,3,2039,1.0,input,152.56141334785505,20562.448448627514,984.375,6,139.8440370756947,0.8697604071376545,201.27848492972078,82.10385639177552,164.0625,6,2.0063316574163625
A2,3,2039,2.0,old,260.6492716932979,27961.58983530466,996.09375,6,238.0579414655291,1.4806020794389452,348.931907718109,111.79598408828478,166.015625,6,3.2610090592683703
A2,3,2039,2.0,input,305.821131161393,33107.854902967876,996.09375,6,279.8013899764362,1.7402255823883355,403.14799372660013,132.35683580015223,166.015625,6,3.817109395574958
A2,3,2053,0.0,old,1.0700534358980835,2583.379145780644,7.8125,6,19.14782235703642,0.119089938457948,11.679231685297474,10.34481545832512,1.3020833333333333,6,0.21974905737345143
A2,3,2053,0.0,input,1.7078058471109538e-14,1.2126596023639042e-12,0.0,6,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
A2,3,2053,0.5,old,33.18408386515959,3647.7681800191185,191.40625,6,53.42061100242006,0.33224965001444856,30.146285701277026,14.580817644436147,31.901041666666668,6,0.5166825460662086
A2,3,2053,0.5,input,39.41452313478248,6190.632633733184,316.40625,6,60.68806115190048,0.37744957797021333,35.81290227491806,24.716701774393883,52.734375,6,0.6425444050741921
A2,3,2053,1.0,old,66.40950441144435,8109.689713050037,500.0,6,102.3504694221217,0.636569050900109,59.837439552404845,32.41480847215643,83.33333333333333,6,1.024252616401536
A2,3,2053,1.0,input,79.04073323444712,12254.968506835556,472.65625,6,121.0978923897322,0.7531687041571495,71.67189326109164,48.928216506264526,78.77604166666667,6,1.2803596704809348
A2,3,2053,2.0,old,133.36037049984495,18202.648215224235,605.46875,6,204.86903353591504,1.2741835672381676,120.6313198977438,72.64349379767134,100.91145833333333,6,2.101123421904094
A2,3,2053,2.0,input,158.00079540528446,24207.799596667068,597.65625,6,241.52819519433834,1.5021853328915493,142.95805763138313,96.64788334451286,99.609375,6,2.547851166266373
A2,3,2027,0.0,new,0.8470574810299891,2498.9062762804156,0.0,6,19.18347260314129,0.11931166527029642,11.13061241157192,10.009767211820447,0.0,6,0.21618088100642194
A2,3,2027,0.5,new,53.761509016906345,5479.987442784256,0.0,6,51.698347719229936,0.32153802837001005,53.33528889199394,21.842711060665447,0.0,6,0.6232483296324743
A2,3,2027,1.0,new,104.12196597823446,9221.115807613864,500.0,6,97.04226664221291,0.6035546678233126,110.59342392151149,36.85856266464089,83.33333333333333,6,1.176714674171543
A2,3,2027,2.0,new,205.1987781149896,15327.404081816669,750.0,6,190.4641486422723,1.184592342529143,224.93019326012612,61.36848081664621,125.0,6,2.2657507977331135
A2,3,2039,0.0,new,0.8470574810299891,2498.9062762804156,0.0,6,19.18347260314129,0.11931166527029642,11.13061241157192,10.009767211820447,0.0,6,0.21618088100642194
A2,3,2039,0.5,new,66.7231746820049,9801.358374702746,707.03125,6,63.780584410287005,0.3966835356314973,94.5369371337067,39.04825644488403,117.83854166666667,6,0.9335306651831219
A2,3,2039,1.0,new,131.37157303668062,17146.216164213052,980.46875,6,120.50709562896806,0.7494942419353553,177.1246397479567,68.48311371767335,163.41145833333334,6,1.726238786186821
A2,3,2039,2.0,new,261.64886722414366,27953.310300003006,996.09375,6,238.2815605360863,1.481992878917555,349.46569095675005,111.7684783117694,166.015625,6,3.2638887197127753
A2,3,2053,0.0,new,0.8470574810299891,2498.9062762804156,0.0,6,19.18347260314129,0.11931166527029642,11.13061241157192,10.009767211820447,0.0,6,0.21618088100642194
A2,3,2053,0.5,new,34.928881873600965,3792.8697086349407,187.5,6,53.4910802598107,0.3326879337717002,31.52724310002435,15.159061305551583,31.25,6,0.5250116523417371
A2,3,2053,1.0,new,67.87541521464865,8214.161905715111,472.65625,6,102.58468754157335,0.6380257711950402,60.74463358259898,32.83767414362349,78.77604166666667,6,1.0311604989987564
A2,3,2053,2.0,new,134.771037970995,18233.372104971426,609.375,6,204.8924339721203,1.2743291063211826,121.31655189035828,72.76151127958185,101.5625,6,2.1041338722835348
A2,4,2027,0.0,old,1.1031383406283852,90.60242102861532,0.0,3,15.774056425146709,0.0873076223480454,8.412779689974538,0.35959738422085746,0.0,3,0.1125798464297463
A2,4,2027,0.0,input,1.42517886109773e-14,6.063298011819521e-13,0.0,3,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
A2,4,2027,0.5,old,69.5834012102612,3657.4215430948007,160.15625,3,65.79806661265587,0.3641848739612243,79.11030089693365,14.621866643986769,53.385416666666664,3,0.6640485501625439
A2,4,2027,0.5,input,70.3467852519918,3648.78859261883,164.0625,3,67.10301322442639,0.371407606205493,75.93913898578677,14.581057773305405,54.6875,3,0.6622693982424458
A2,4,2027,1.0,old,135.68664625852213,9350.270214950893,164.0625,3,123.29724959524559,0.6824363634869067,146.71117580000734,37.34371590379239,54.6875,3,1.2951445185868073
A2,4,2027,1.0,input,140.3447238652464,9648.252648452311,167.96875,3,133.3139136559034,0.7378774687691847,149.70479892937365,38.534090951919985,55.989583333333336,3,1.3654588985453435
A2,4,2027,2.0,old,266.6956715629554,20779.563449073135,171.875,3,240.11638852187747,1.3290171154215105,279.81877864835116,83.0358555485032,57.291666666666664,3,2.562993888358996
A2,4,2027,2.0,input,280.05369186312987,22559.00376634429,199.21875,3,266.09429112317673,1.4728018749392227,298.1745431373745,90.15310175400833,66.40625,3,2.7969703450839614
A2,4,2039,0.0,old,1.1031383406283852,90.60242102861532,0.0,3,15.774056425146709,0.0873076223480454,8.412779689974538,0.35959738422085746,0.0,3,0.1125798464297463
A2,4,2039,0.0,input,1.42517886109773e-14,6.063298011819521e-13,0.0,3,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
A2,4,2039,0.5,old,54.67064771483209,2456.1279962108847,296.875,3,65.35475560505728,0.36173119755795946,50.74738077731969,9.856765803557849,98.95833333333333,3,0.556727797131166
A2,4,2039,0.5,input,56.194451849600554,2486.3592091829955,292.96875,3,67.14606864628585,0.3716459131070551,45.343602562349275,9.980253417865402,97.65625,3,0.5523713513657175
A2,4,2039,1.0,old,107.09773139577861,4892.096143208606,347.65625,3,123.2731081839036,0.6823027434992772,95.77316500965908,19.622309872985763,115.88541666666667,3,1.055956845018844
A2,4,2039,1.0,input,112.57572038791406,4981.318813647979,339.84375,3,133.67188702657737,0.739858810981682,92.89745339602162,19.979145634403313,113.28125,3,1.1075295885336678
A2,4,2039,2.0,old,213.34810854229914,9834.832546006546,378.90625,3,240.6004282084334,1.3316962204669267,179.6794201727903,39.42665608116633,126.30208333333333,3,2.047170970618687
A2,4,2039,2.0,input,224.09685051614267,10076.597546837895,480.46875,3,267.4290493399133,1.4801896110529982,184.01474512666556,40.42341438709085,160.15625,3,2.213179073160524
A2,4,2053,0.0,old,1.1031383406283852,90.60242102861532,0.0,3,15.774056425146709,0.0873076223480454,8.412779689974538,0.35959738422085746,0.0,3,0.1125798464297463
A2,4,2053,0.0,input,1.42517886109773e-14,6.063298011819521e-13,0.0,3,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
A2,4,2053,0.5,old,42.839499711768056,1984.3068591983613,304.6875,3,59.114694894857266,0.3271931656636079,46.03128560919488,7.932221556026296,101.5625,3,0.49848610270220106
A2,4,2053,0.5,input,42.39212571028319,2051.050691190287,226.5625,3,60.428269041102574,0.33446365033765235,54.20348526342185,8.198121373080978,75.52083333333333,3,0.529844414321389
A2,4,2053,1.0,old,83.15863565302423,3828.6089113159396,308.59375,3,111.79860898510601,0.6187926852314178,92.02365600269322,15.307346284075779,102.86458333333333,3,0.9581873955654683
A2,4,2053,1.0,input,85.07074837199504,4155.995941258996,375.0,3,120.79919969542985,0.668609939174642,109.73588188680036,16.611820981675653,125.0,3,1.0642423555601865
A2,4,2053,2.0,old,160.91485649754327,7121.696387385445,382.8125,3,218.31550412841804,1.2083516803439984,185.88941109113009,28.439972651359216,127.60416666666667,3,1.8802021769582524
A2,4,2053,2.0,input,168.52419805590532,7882.085023842153,386.71875,3,241.52096086966642,1.336791264872743,216.77849390758317,31.46342511664658,128.90625,3,2.110860023624333
A2,4,2027,0.0,new,1.100180545763287,401.7355857607836,0.0,3,15.986293853505654,0.08848233256486338,11.582330029136534,1.5838798262688591,0.0,3,0.12930237354919882
