dataset,held_block,stage,population,channel,normalized_source_coefficient,role
B1,3,3,left_preference,Fz,0.043130980726110366,outer_training_only
B1,3,3,left_preference,F3,0.007951110659188961,outer_training_only
B1,3,3,left_preference,F4,0.3455507643384219,outer_training_only
B1,3,3,right_preference,Fz,-0.019617544486955095,outer_training_only
B1,3,3,right_preference,F3,0.053737216268612005,outer_training_only
B1,3,3,right_preference,F4,-0.14924936369697978,outer_training_only
B1,3,3,common,Fz,0.018257237307463647,outer_training_only
B1,3,3,common,F3,0.04748447419317716,outer_training_only
B1,3,3,common,F4,0.1524604816691548,outer_training_only
B1,4,1,left_preference,Fz,-0.07100948238336972,outer_training_only
B1,4,1,left_preference,F3,-0.021109604243214515,outer_training_only
B1,4,1,left_preference,F4,0.1600346107591429,outer_training_only
B1,4,1,right_preference,Fz,0.027733948380691938,outer_training_only
B1,4,1,right_preference,F3,0.021620194533749706,outer_training_only
B1,4,1,right_preference,F4,-0.019828056892877897,outer_training_only
B1,4,1,common,Fz,-0.028318578451125676,outer_training_only
B1,4,1,common,F3,0.0003169047263417233,outer_training_only
B1,4,1,common,F4,0.09181316114191974,outer_training_only
B1,4,2,left_preference,Fz,-0.08300857036321171,outer_training_only
B1,4,2,left_preference,F3,-0.022554444426473485,outer_training_only
B1,4,2,left_preference,F4,0.21408614866782183,outer_training_only
B1,4,2,right_preference,Fz,0.03676157981825777,outer_training_only
B1,4,2,right_preference,F3,0.030352810127241833,outer_training_only
B1,4,2,right_preference,F4,-0.048202526023571494,outer_training_only
B1,4,2,common,Fz,-0.033041269524224905,outer_training_only
B1,4,2,common,F3,0.0054288477244318544,outer_training_only
B1,4,2,common,F4,0.11829902296927129,outer_training_only
B1,4,3,left_preference,Fz,-0.1015473656345162,outer_training_only
B1,4,3,left_preference,F3,-0.01389877324739628,outer_training_only
B1,4,3,left_preference,F4,0.3508774136635671,outer_training_only
B1,4,3,right_preference,Fz,0.04223828117080286,outer_training_only
B1,4,3,right_preference,F3,0.06103074677565784,outer_training_only
B1,4,3,right_preference,F4,-0.09068546884329529,outer_training_only
B1,4,3,common,Fz,-0.0462602888015644,outer_training_only
B1,4,3,common,F3,0.036294887848049615,outer_training_only
B1,4,3,common,F4,0.2022591851896799,outer_training_only
B2,-1,1,left_preference,Fz,0.7749219584306095,all_data_descriptive
B2,-1,1,left_preference,F3,-8.959325323068494,all_data_descriptive
B2,-1,1,left_preference,F4,-4.73378780846765,all_data_descriptive
B2,-1,1,right_preference,Fz,13.14438415080245,all_data_descriptive
B2,-1,1,right_preference,F3,18.845243507719417,all_data_descriptive
B2,-1,1,right_preference,F4,21.24399890709904,all_data_descriptive
B2,-1,1,common,Fz,9.205458390794558,all_data_descriptive
B2,-1,1,common,F3,6.570659569966992,all_data_descriptive
B2,-1,1,common,F4,10.857869898119894,all_data_descriptive
B2,-1,2,left_preference,Fz,-6.363474991482549,all_data_descriptive
B2,-1,2,left_preference,F3,-2.574531640150165,all_data_descriptive
B2,-1,2,left_preference,F4,-5.291460641829434,all_data_descriptive
B2,-1,2,right_preference,Fz,-12.190302528084164,all_data_descriptive
B2,-1,2,right_preference,F3,-10.845889374866484,all_data_descriptive
B2,-1,2,right_preference,F4,-17.638305630590583,all_data_descriptive
B2,-1,2,common,Fz,-13.27107726594454,all_data_descriptive
B2,-1,2,common,F3,-9.598008346915762,all_data_descriptive
B2,-1,2,common,F4,-16.3913502132558,all_data_descriptive
B2,-1,3,left_preference,Fz,1.495606774600027,all_data_descriptive
B2,-1,3,left_preference,F3,-21.436529685123297,all_data_descriptive
B2,-1,3,left_preference,F4,-14.359139303362586,all_data_descriptive
B2,-1,3,right_preference,Fz,39.00339121355604,all_data_descriptive
B2,-1,3,right_preference,F3,48.159823345945654,all_data_descriptive
B2,-1,3,right_preference,F4,61.671706692472135,all_data_descriptive
B2,-1,3,common,Fz,30.46758124212648,all_data_descriptive
B2,-1,3,common,F3,20.058125493099357,all_data_descriptive
B2,-1,3,common,F4,35.52783140407678,all_data_descriptive
B2,0,1,left_preference,Fz,-1.3493686734191148,outer_training_only
B2,0,1,left_preference,F3,-13.695733069031128,outer_training_only
B2,0,1,left_preference,F4,-8.439753648205064,outer_training_only
B2,0,1,right_preference,Fz,12.737593605019878,outer_training_only
B2,0,1,right_preference,F3,18.07193454394413,outer_training_only
B2,0,1,right_preference,F4,20.00749192173223,outer_training_only
B2,0,1,common,Fz,7.723045488930645,outer_training_only
B2,0,1,common,F3,2.906206438862743,outer_training_only
B2,0,1,common,F4,7.735505765110401,outer_training_only
B2,0,2,left_preference,Fz,-4.068135749249016,outer_training_only
B2,0,2,left_preference,F3,1.4931888327281824,outer_training_only
B2,0,2,left_preference,F4,-1.4027004843743989,outer_training_only
B2,0,2,right_preference,Fz,-13.350895109067954,outer_training_only
B2,0,2,right_preference,F3,-12.665506445565505,outer_training_only
B2,0,2,right_preference,F4,-19.545943996864057,outer_training_only
B2,0,2,common,Fz,-13.205472788866755,outer_training_only
B2,0,2,common,F3,-8.457045522158271,outer_training_only
B2,0,2,common,F4,-15.866543380327014,outer_training_only
B2,0,3,left_preference,Fz,-5.878916634049411,outer_training_only
B2,0,3,left_preference,F3,-35.37432562153798,outer_training_only
B2,0,3,left_preference,F4,-27.33253300754527,outer_training_only
B2,0,3,right_preference,Fz,38.2980930690733,outer_training_only
B2,0,3,right_preference,F3,46.92364505276459,outer_training_only
B2,0,3,right_preference,F4,60.440282412566255,outer_training_only
B2,0,3,common,Fz,26.160685408392606,outer_training_only
B2,0,3,common,F3,9.17265017279883,outer_training_only
B2,0,3,common,F4,26.605614618935153,outer_training_only
B2,1,1,left_preference,Fz,-1.865922757654435,outer_training_only
B2,1,1,left_preference,F3,-4.469655904398635,outer_training_only
B2,1,1,left_preference,F4,-3.8865737180548687,outer_training_only
B2,1,1,right_preference,Fz,4.027875611679568,outer_training_only
B2,1,1,right_preference,F3,6.019121523394563,outer_training_only
B2,1,1,right_preference,F4,6.657589485048742,outer_training_only
B2,1,1,common,Fz,1.4633002710353264,outer_training_only
B2,1,1,common,F3,1.0522195451012522,outer_training_only
B2,1,1,common,F4,1.8725195400390855,outer_training_only
B2,1,2,left_preference,Fz,-4.354573750418741,outer_training_only
B2,1,2,left_preference,F3,-6.58648745809659,outer_training_only
B2,1,2,left_preference,F4,-7.596943376752843,outer_training_only
B2,1,2,right_preference,Fz,3.7101655808809446,outer_training_only
B2,1,2,right_preference,F3,5.748616907412983,outer_training_only
B2,1,2,right_preference,F4,6.473379834076184,outer_training_only
B2,1,2,common,Fz,-0.49530723392049547,outer_training_only
B2,1,2,common,F3,-0.6271050934566625,outer_training_only
B2,1,2,common,F4,-0.8469071904414909,outer_training_only
B2,1,3,left_preference,Fz,-1.602403358175113,outer_training_only
B2,1,3,left_preference,F3,-7.534888785502584,outer_training_only
B2,1,3,left_preference,F4,-7.137027986123354,outer_training_only
B2,1,3,right_preference,Fz,19.03638233555949,outer_training_only
B2,1,3,right_preference,F3,20.19277258434898,outer_training_only
B2,1,3,right_preference,F4,28.52814838348968,outer_training_only
B2,1,3,common,Fz,13.48633120907562,outer_training_only
B2,1,3,common,F3,9.785385093482152,outer_training_only
B2,1,3,common,F4,16.540421247130226,outer_training_only
B2,2,1,left_preference,Fz,1.758428084000097,outer_training_only
B2,2,1,left_preference,F3,-4.602436279770601,outer_training_only
B2,2,1,left_preference,F4,-1.0477587217545796,outer_training_only
B2,2,1,right_preference,Fz,6.526459370127119,outer_training_only
B2,2,1,right_preference,F3,11.687914785134973,outer_training_only
B2,2,1,right_preference,F4,11.006847784851333,outer_training_only
B2,2,1,common,Fz,5.593374868414207,outer_training_only
B2,2,1,common,F3,4.805763884375948,outer_training_only
B2,2,1,common,F4,6.711524795075088,outer_training_only
B2,2,2,left_preference,Fz,-4.069826902180886,outer_training_only
B2,2,2,left_preference,F3,-4.753282084151028,outer_training_only
B2,2,2,left_preference,F4,-5.2511706964403535,outer_training_only
B2,2,2,right_preference,Fz,-3.8673712545770322,outer_training_only
B2,2,2,right_preference,F3,-0.7590221931897364,outer_training_only
B2,2,2,right_preference,F4,-4.783554793951043,outer_training_only
B2,2,2,common,Fz,-5.7434864582292775,outer_training_only
B2,2,2,common,F3,-3.9843292839648434,outer_training_only
B2,2,2,common,F4,-7.255379005727052,outer_training_only
B2,2,3,left_preference,Fz,4.461706010466506,outer_training_only
B2,2,3,left_preference,F3,-17.73162615302013,outer_training_only
B2,2,3,left_preference,F4,-8.726609678938223,outer_training_only
B2,2,3,right_preference,Fz,28.484136934766358,outer_training_only
B2,2,3,right_preference,F3,41.587130383576664,outer_training_only
B2,2,3,right_preference,F4,47.38558250359002,outer_training_only
B2,2,3,common,Fz,25.276477495031013,outer_training_only
B2,2,3,common,F3,18.305305164346436,outer_training_only
B2,2,3,common,F4,29.63788922563949,outer_training_only
B2,3,1,left_preference,Fz,1.0873107544360248,outer_training_only
B2,3,1,left_preference,F3,-5.858556089025424,outer_training_only
B2,3,1,left_preference,F4,-4.452491416199894,outer_training_only
B2,3,1,right_preference,Fz,15.233274153277613,outer_training_only
B2,3,1,right_preference,F3,18.81825027342411,outer_training_only
B2,3,1,right_preference,F4,24.32207259778366,outer_training_only
B2,3,1,common,Fz,10.806619940438543,outer_training_only
B2,3,1,common,F3,8.630831352615498,outer_training_only
B2,3,1,common,F4,13.127924553359323,outer_training_only
B2,3,2,left_preference,Fz,-10.147384532665766,outer_training_only
B2,3,2,left_preference,F3,-7.990255088493821,outer_training_only
B2,3,2,left_preference,F4,-10.168690336969519,outer_training_only
B2,3,2,right_preference,Fz,-10.922369493743878,outer_training_only
B2,3,2,right_preference,F3,-7.861399919840444,outer_training_only
B2,3,2,right_preference,F4,-15.816673258677717,outer_training_only
B2,3,2,common,Fz,-15.081347151601365,outer_training_only
B2,3,2,common,F3,-11.348876635453092,outer_training_only
B2,3,2,common,F4,-18.59369827909576,outer_training_only
B2,3,3,left_preference,Fz,5.889451232276355,outer_training_only
B2,3,3,left_preference,F3,-8.054137776855317,outer_training_only
B2,3,3,left_preference,F4,-8.13830913580167,outer_training_only
B2,3,3,right_preference,Fz,42.19726610742465,outer_training_only
B2,3,3,right_preference,F3,44.11899072046907,outer_training_only
B2,3,3,right_preference,F4,65.74671753793498,outer_training_only
B2,3,3,common,Fz,36.25125947905001,outer_training_only
B2,3,3,common,F3,27.20129822830198,outer_training_only
B2,3,3,common,F4,43.392674789067506,outer_training_only
B2,4,1,left_preference,Fz,3.1123266018857367,outer_training_only
B2,4,1,left_preference,F3,-4.036246646961898,outer_training_only
B2,4,1,left_preference,F4,0.5633138995936168,outer_training_only
B2,4,1,right_preference,Fz,6.581465151621861,outer_training_only
B2,4,1,right_preference,F3,11.33476267294899,outer_training_only
B2,4,1,right_preference,F4,10.946669574320024,outer_training_only
B2,4,1,common,Fz,6.547073432141093,outer_training_only
B2,4,1,common,F3,4.949815910983009,outer_training_only
B2,4,1,common,F4,7.757449956494559,outer_training_only
B2,4,2,left_preference,Fz,-2.9350321742290797,outer_training_only
B2,4,2,left_preference,F3,-4.950425976578276,outer_training_only
B2,4,2,left_preference,F4,-4.407046193126317,outer_training_only
B2,4,2,right_preference,Fz,-5.151589777553561,outer_training_only
B2,4,2,right_preference,F3,-1.0862879284548916,outer_training_only
B2,4,2,right_preference,F4,-5.87433058285315,outer_training_only
B2,4,2,common,Fz,-5.848507688843993,outer_training_only
B2,4,2,common,F3,-4.359160044541168,outer_training_only
B2,4,2,common,F4,-7.4306345951419335,outer_training_only
B2,4,3,left_preference,Fz,4.394969910771584,outer_training_only
B2,4,3,left_preference,F3,-20.09874502147189,outer_training_only
B2,4,3,left_preference,F4,-7.60123963632579,outer_training_only
B2,4,3,right_preference,Fz,31.586191129588553,outer_training_only
B2,4,3,right_preference,F3,43.589410321056135,outer_training_only
B2,4,3,right_preference,F4,50.12753358192432,outer_training_only
B2,4,3,common,Fz,27.612316839160272,outer_training_only
B2,4,3,common,F3,18.0053228295023,outer_training_only
B2,4,3,common,F4,32.61300770969797,outer_training_only
